"lessonNumber","lessonKey","section","syllabusId","objectiveId","atomicObjective","defaultVisibleTeachingEvidence","materialTypes","materialTitles","questionIds","pastPaperReference","reviewStatus","desktopEvidence","mobileEvidence","confidence"
"020","S3-L06","3","S3.10","S3.10.A07","Construct truth tables with one-input NOT and two-input gates.","Understand NOT, AND, OR, NAND, NOR and XOR; use symbols/functions/truth tables and convert among problem, expression, circuit and truth table.","flow | worked-example","Mechanism in examinable order | Convert a door-alarm rule through four representations","V3-Q-L018-01 | V3-Q-L018-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-020.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-020.png","high"
"020","S3-L06","3","S3.10","S3.10.A08","Construct a logic circuit from a problem statement, expression or truth table.","Understand NOT, AND, OR, NAND, NOR and XOR; use symbols/functions/truth tables and convert among problem, expression, circuit and truth table.","flow | worked-example","Mechanism in examinable order | Convert a door-alarm rule through four representations","V3-Q-L018-01 | V3-Q-L018-02 | V3-Q-L018-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-020.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-020.png","high"
"020","S3-L06","3","S3.10","S3.10.A09","Construct a truth table from a problem statement, circuit or expression.","Understand NOT, AND, OR, NAND, NOR and XOR; use symbols/functions/truth tables and convert among problem, expression, circuit and truth table.","flow | worked-example","Mechanism in examinable order | Convert a door-alarm rule through four representations","V3-Q-L018-01 | V3-Q-L018-02 | V3-Q-L018-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-020.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-020.png","high"
"020","S3-L06","3","S3.10","S3.10.A10","Construct a logic expression from a problem statement, circuit or truth table.","Understand NOT, AND, OR, NAND, NOR and XOR; use symbols/functions/truth tables and convert among problem, expression, circuit and truth table.","flow | worked-example","Mechanism in examinable order | Convert a door-alarm rule through four representations","V3-Q-L018-01 | V3-Q-L018-02 | V3-Q-L018-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-020.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-020.png","high"
"021","S4-L01","4","S4.01","S4.01.A01","Show understanding of the basic Von Neumann model for a computer system and the stored program concept","Von Neumann architecture and the stored-program concept","analogy | cards | worked-example | reviewed-visual","Coordinate stored work through specialised stations | Structure and relationships | Von Neumann architecture and the stored-program concept: complete worked route | Why a CPU divides specialised work","V3-Q-L019-01","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-021.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-021.png","high"
"021","S4-L01","4","S4.02","S4.02.A01","Distinguish general-purpose and special-purpose registers.","General- and special-purpose registers: PC, MDR, MAR, ACC, IX, CIR and status register","table | worked-example | reviewed-visual","Compare by technical factor | General- and special-purpose registers: PC, MDR, MAR, ACC, IX, CIR and status register: complete worked route | ACC and status register: execute-stage evidence","V3-019-S4.02-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-021.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-021.png","high"
"021","S4-L01","4","S4.02","S4.02.A02","Explain the role of the Program Counter.","General- and special-purpose registers: PC, MDR, MAR, ACC, IX, CIR and status register","table | worked-example | reviewed-visual","Compare by technical factor | General- and special-purpose registers: PC, MDR, MAR, ACC, IX, CIR and status register: complete worked route | ACC and status register: execute-stage evidence","V3-019-S4.02-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-021.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-021.png","high"
"021","S4-L01","4","S4.02","S4.02.A03","Explain the role of the Memory Data Register.","General- and special-purpose registers: PC, MDR, MAR, ACC, IX, CIR and status register","table | worked-example | reviewed-visual","Compare by technical factor | General- and special-purpose registers: PC, MDR, MAR, ACC, IX, CIR and status register: complete worked route | ACC and status register: execute-stage evidence","V3-Q-L019-01 | V3-Q-L019-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-021.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-021.png","high"
"021","S4-L01","4","S4.02","S4.02.A04","Explain the role of the Memory Address Register.","General- and special-purpose registers: PC, MDR, MAR, ACC, IX, CIR and status register","table | worked-example | reviewed-visual","Compare by technical factor | General- and special-purpose registers: PC, MDR, MAR, ACC, IX, CIR and status register: complete worked route | ACC and status register: execute-stage evidence","V3-Q-L019-01 | V3-Q-L019-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-021.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-021.png","high"
"021","S4-L01","4","S4.02","S4.02.A05","Explain the role of the Accumulator.","General- and special-purpose registers: PC, MDR, MAR, ACC, IX, CIR and status register","table | worked-example | reviewed-visual","Compare by technical factor | General- and special-purpose registers: PC, MDR, MAR, ACC, IX, CIR and status register: complete worked route | ACC and status register: execute-stage evidence","V3-019-S4.02-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-021.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-021.png","high"
"021","S4-L01","4","S4.02","S4.02.A06","Explain the role of the Index Register.","General- and special-purpose registers: PC, MDR, MAR, ACC, IX, CIR and status register","table | worked-example | reviewed-visual","Compare by technical factor | General- and special-purpose registers: PC, MDR, MAR, ACC, IX, CIR and status register: complete worked route | ACC and status register: execute-stage evidence","V3-Q-L019-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-021.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-021.png","high"
"021","S4-L01","4","S4.02","S4.02.A07","Explain the role of the Current Instruction Register.","General- and special-purpose registers: PC, MDR, MAR, ACC, IX, CIR and status register","table | worked-example | reviewed-visual","Compare by technical factor | General- and special-purpose registers: PC, MDR, MAR, ACC, IX, CIR and status register: complete worked route | ACC and status register: execute-stage evidence","V3-Q-L019-01","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-021.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-021.png","high"
"021","S4-L01","4","S4.02","S4.02.A08","Explain the role of the Status Register.","General- and special-purpose registers: PC, MDR, MAR, ACC, IX, CIR and status register","table | worked-example | reviewed-visual","Compare by technical factor | General- and special-purpose registers: PC, MDR, MAR, ACC, IX, CIR and status register: complete worked route | ACC and status register: execute-stage evidence","V3-Q-L019-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-021.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-021.png","high"
"021","S4-L01","4","S4.03","S4.03.A01","Show understanding of the purpose and roles of the Arithmetic and Logic Unit (ALU), Control Unit (CU) and system clock, Immediate Access Store (IAS)","ALU, CU, clock and immediate access store (IAS)","flow | worked-example | reviewed-visual","Mechanism in examinable order | ALU, CU, clock and immediate access store (IAS): complete worked route | How registers, buses and clock stay aligned","V3-Q-L019-02","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-021.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-021.png","high"
"022","S4-L02","4","S4.04","S4.04.A01","Show understanding of how data are transferred between various components of the computer system using the address bus, data bus and control bus","Address, data and control buses","flow | worked-example | reviewed-visual","Mechanism in examinable order | Address, data and control buses: complete worked route | The three buses","V3-Q-L020-01 | V3-Q-L020-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-022.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-022.png","high"
"022","S4-L02","4","S4.05","S4.05.A01","Explain how processor type affects performance.","Processor performance factors: processor type, cores, bus width, clock and cache","flow | worked-example | reviewed-visual","Mechanism in examinable order | Processor performance factors: processor type, cores, bus width, clock and cache: complete worked route | Bus width and addressable locations","V3-Q-L020-02 | V3-Q-L020-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-022.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-022.png","high"
"022","S4-L02","4","S4.05","S4.05.A02","Explain how the number of processor cores affects suitable workloads.","Processor performance factors: processor type, cores, bus width, clock and cache","flow | worked-example | reviewed-visual","Mechanism in examinable order | Processor performance factors: processor type, cores, bus width, clock and cache: complete worked route | Bus width and addressable locations","V3-Q-L020-01 | V3-Q-L020-02","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-022.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-022.png","high"
"022","S4-L02","4","S4.05","S4.05.A03","Explain how data-bus width affects transfer capacity.","Processor performance factors: processor type, cores, bus width, clock and cache","flow | worked-example | reviewed-visual","Mechanism in examinable order | Processor performance factors: processor type, cores, bus width, clock and cache: complete worked route | Bus width and addressable locations","V3-Q-L020-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-022.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-022.png","high"
"022","S4-L02","4","S4.05","S4.05.A04","Explain how clock speed affects the rate of processor cycles.","Processor performance factors: processor type, cores, bus width, clock and cache","flow | worked-example | reviewed-visual","Mechanism in examinable order | Processor performance factors: processor type, cores, bus width, clock and cache: complete worked route | Bus width and addressable locations","V3-Q-L020-01 | V3-Q-L020-02 | V3-Q-L020-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-022.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-022.png","high"
"022","S4-L02","4","S4.05","S4.05.A05","Explain how cache memory can reduce slower main-memory access.","Processor performance factors: processor type, cores, bus width, clock and cache","flow | worked-example | reviewed-visual","Mechanism in examinable order | Processor performance factors: processor type, cores, bus width, clock and cache: complete worked route | Bus width and addressable locations","V3-Q-L020-01","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-022.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-022.png","high"
"022","S4-L02","4","S4.06","S4.06.A01","Understand how different ports provide connection to peripheral devices","USB, HDMI and VGA ports","flow | worked-example","Mechanism in examinable order | USB, HDMI and VGA ports: complete worked route","V3-020-S4.06-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-022.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-022.png","high"
"022","S4-L02","4","S4.06","S4.06.A02","Universal Serial Bus (USB)","USB, HDMI and VGA ports","flow | worked-example","Mechanism in examinable order | USB, HDMI and VGA ports: complete worked route","V3-020-S4.06-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-022.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-022.png","high"
"022","S4-L02","4","S4.06","S4.06.A03","High Definition Multimedia Interface (HDMI)","USB, HDMI and VGA ports","flow | worked-example","Mechanism in examinable order | USB, HDMI and VGA ports: complete worked route","V3-020-S4.06-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-022.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-022.png","high"
"022","S4-L02","4","S4.06","S4.06.A04","Video Graphics Array (VGA)","USB, HDMI and VGA ports","flow | worked-example","Mechanism in examinable order | USB, HDMI and VGA ports: complete worked route","V3-020-S4.06-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-022.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-022.png","high"
"023","S4-L03","4","S4.07","S4.07.A01","Describe the stages of the Fetch-Execute (F-E) cycle","The fetch-execute cycle using register transfer notation","flow | worked-example | reviewed-visual","Mechanism in examinable order | The fetch-execute cycle using register transfer notation: complete worked route | Registers and buses: the FDE cycle vocabulary","V3-Q-L021-01","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-023.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-023.png","high"
"023","S4-L03","4","S4.07","S4.07.A02","Describe and use ‘register transfer’ notation to describe the F-E cycle","The fetch-execute cycle using register transfer notation","flow | worked-example | reviewed-visual","Mechanism in examinable order | The fetch-execute cycle using register transfer notation: complete worked route | Registers and buses: the FDE cycle vocabulary","V3-Q-L021-01 | V3-Q-L021-02 | V3-Q-L021-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-023.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-023.png","high"
"024","S4-L04","4","S4.08","S4.08.A01","Show understanding of the purpose of interrupts","Causes/applications of interrupts, ISR, detection and handling","flow | worked-example | reviewed-visual","Mechanism in examinable order | Causes/applications of interrupts, ISR, detection and handling: complete worked route | The interrupt handling cycle","V3-022-S4.08-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-024.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-024.png","high"
"024","S4-L04","4","S4.08","S4.08.A02","possible causes of interrupts","Causes/applications of interrupts, ISR, detection and handling","flow | worked-example | reviewed-visual","Mechanism in examinable order | Causes/applications of interrupts, ISR, detection and handling: complete worked route | The interrupt handling cycle","V3-022-S4.08-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-024.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-024.png","high"
"024","S4-L04","4","S4.08","S4.08.A03","applications of interrupts","Causes/applications of interrupts, ISR, detection and handling","flow | worked-example | reviewed-visual","Mechanism in examinable order | Causes/applications of interrupts, ISR, detection and handling: complete worked route | The interrupt handling cycle","V3-022-S4.08-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-024.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-024.png","high"
"024","S4-L04","4","S4.08","S4.08.A04","use of an Interrupt Service handling Routine (ISR)","Causes/applications of interrupts, ISR, detection and handling","flow | worked-example | reviewed-visual","Mechanism in examinable order | Causes/applications of interrupts, ISR, detection and handling: complete worked route | The interrupt handling cycle","V3-Q-L022-01 | V3-Q-L022-02 | V3-Q-L022-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-024.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-024.png","high"
"024","S4-L04","4","S4.08","S4.08.A05","when interrupts are detected during the fetch-execute cycle","Causes/applications of interrupts, ISR, detection and handling","flow | worked-example | reviewed-visual","Mechanism in examinable order | Causes/applications of interrupts, ISR, detection and handling: complete worked route | The interrupt handling cycle","V3-Q-L022-01 | V3-Q-L022-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-024.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-024.png","high"
"024","S4-L04","4","S4.08","S4.08.A06","how interrupts are handled","Causes/applications of interrupts, ISR, detection and handling","flow | worked-example | reviewed-visual","Mechanism in examinable order | Causes/applications of interrupts, ISR, detection and handling: complete worked route | The interrupt handling cycle","V3-022-S4.08-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-024.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-024.png","high"
"025","S4-L05","4","S4.09","S4.09.A01","Show understanding of the relationship between assembly language and machine code","Assembly language and machine code","table | worked-example | reviewed-visual","Compare by technical factor | Assembly language and machine code: complete worked route | Machine code is binary instructions for the CPU","V3-Q-L023-01 | V3-Q-L023-02 | V3-Q-L023-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-025.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-025.png","high"
"025","S4-L05","4","S4.10","S4.10.A01","Describe the different stages of the assembly process for a two-pass assembler","And apply the stages of a two-pass assembler","cards | worked-example","Structure and relationships | And apply the stages of a two-pass assembler: complete worked route","V3-Q-L023-01 | V3-Q-L023-02 | V3-Q-L023-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-025.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-025.png","high"
"025","S4-L05","4","S4.10","S4.10.A02","Apply the two-pass assembler process to a given simple assembly language program","And apply the stages of a two-pass assembler","cards | worked-example","Structure and relationships | And apply the stages of a two-pass assembler: complete worked route","V3-Q-L023-01 | V3-Q-L023-02 | V3-Q-L023-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-025.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-025.png","high"
"026","S4-L06","4","S4.11","S4.11.A01","Trace a given simple assembly language program","Trace a simple assembly-language program","flow | worked-example","Mechanism in examinable order | Trace a simple assembly-language program: complete worked route","V3-024-S4.11-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-026.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-026.png","high"
"026","S4-L06","4","S4.12","S4.12.A01","Classify data-movement instructions.","Instruction groups: data movement, input/output, arithmetic, conditional/unconditional branch and compare","flow | worked-example | reviewed-visual","Mechanism in examinable order | Instruction groups: data movement, input/output, arithmetic, conditional/unconditional branch and compare: complete worked route | Instruction groups: data movement, I/O, arithmetic, control and compare","V3-024-S4.12-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-026.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-026.png","high"
"026","S4-L06","4","S4.12","S4.12.A02","Classify input/output instructions.","Instruction groups: data movement, input/output, arithmetic, conditional/unconditional branch and compare","flow | worked-example | reviewed-visual","Mechanism in examinable order | Instruction groups: data movement, input/output, arithmetic, conditional/unconditional branch and compare: complete worked route | Instruction groups: data movement, I/O, arithmetic, control and compare","V3-Q-L024-01","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-026.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-026.png","high"
"026","S4-L06","4","S4.12","S4.12.A03","Classify arithmetic instructions.","Instruction groups: data movement, input/output, arithmetic, conditional/unconditional branch and compare","flow | worked-example | reviewed-visual","Mechanism in examinable order | Instruction groups: data movement, input/output, arithmetic, conditional/unconditional branch and compare: complete worked route | Instruction groups: data movement, I/O, arithmetic, control and compare","V3-Q-L024-01","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-026.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-026.png","high"
"026","S4-L06","4","S4.12","S4.12.A04","Classify unconditional and conditional control instructions.","Instruction groups: data movement, input/output, arithmetic, conditional/unconditional branch and compare","flow | worked-example | reviewed-visual","Mechanism in examinable order | Instruction groups: data movement, input/output, arithmetic, conditional/unconditional branch and compare: complete worked route | Instruction groups: data movement, I/O, arithmetic, control and compare","V3-Q-L024-01","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-026.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-026.png","high"
"026","S4-L06","4","S4.12","S4.12.A05","Classify compare instructions.","Instruction groups: data movement, input/output, arithmetic, conditional/unconditional branch and compare","flow | worked-example | reviewed-visual","Mechanism in examinable order | Instruction groups: data movement, input/output, arithmetic, conditional/unconditional branch and compare: complete worked route | Instruction groups: data movement, I/O, arithmetic, control and compare","V3-Q-L024-01 | V3-Q-L024-02","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-026.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-026.png","high"
"026","S4-L06","4","S4.13","S4.13.A01","Trace data movement using LDM, LDD, LDI, LDX, LDR, MOV and STO.","Use the specified instruction set: LDM, LDD, LDI, LDX, LDR, MOV, STO, ADD, SUB, INC, DEC, JMP, CMP, CMI, JPE, JPN, IN, OUT and END.","cards | worked-example | reviewed-visual","Structure and relationships | Trace load, arithmetic, comparison and output | Official LDR, CMI, JPE and JPN semantics","V3-Q-L024-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-026.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-026.png","high"
"026","S4-L06","4","S4.13","S4.13.A02","Trace arithmetic using ADD, SUB, INC and DEC.","Use the specified instruction set: LDM, LDD, LDI, LDX, LDR, MOV, STO, ADD, SUB, INC, DEC, JMP, CMP, CMI, JPE, JPN, IN, OUT and END.","cards | worked-example | reviewed-visual","Structure and relationships | Trace load, arithmetic, comparison and output | Official LDR, CMI, JPE and JPN semantics","V3-024-S4.13-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-026.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-026.png","high"
"026","S4-L06","4","S4.13","S4.13.A03","Trace comparison and branches using CMP, CMI, JPE and JPN.","Use the specified instruction set: LDM, LDD, LDI, LDX, LDR, MOV, STO, ADD, SUB, INC, DEC, JMP, CMP, CMI, JPE, JPN, IN, OUT and END.","cards | worked-example | reviewed-visual","Structure and relationships | Trace load, arithmetic, comparison and output | Official LDR, CMI, JPE and JPN semantics","V3-Q-L024-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-026.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-026.png","high"
"026","S4-L06","4","S4.13","S4.13.A04","Trace input, output and termination using IN, OUT and END.","Use the specified instruction set: LDM, LDD, LDI, LDX, LDR, MOV, STO, ADD, SUB, INC, DEC, JMP, CMP, CMI, JPE, JPN, IN, OUT and END.","cards | worked-example | reviewed-visual","Structure and relationships | Trace load, arithmetic, comparison and output | Official LDR, CMI, JPE and JPN semantics","V3-Q-L024-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-026.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-026.png","high"
"026","S4-L06","4","S4.13","S4.13.A05","Interpret immediate, direct, indirect and indexed operands correctly while tracing.","Use the specified instruction set: LDM, LDD, LDI, LDX, LDR, MOV, STO, ADD, SUB, INC, DEC, JMP, CMP, CMI, JPE, JPN, IN, OUT and END.","cards | worked-example | reviewed-visual","Structure and relationships | Trace load, arithmetic, comparison and output | Official LDR, CMI, JPE and JPN semantics","V3-Q-L024-02","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-026.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-026.png","high"
"026","S4-L06","4","S4.13","S4.13.A06","Record only executed instructions and the state each one changes.","Use the specified instruction set: LDM, LDD, LDI, LDX, LDR, MOV, STO, ADD, SUB, INC, DEC, JMP, CMP, CMI, JPE, JPN, IN, OUT and END.","cards | worked-example | reviewed-visual","Structure and relationships | Trace load, arithmetic, comparison and output | Official LDR, CMI, JPE and JPN semantics","V3-Q-L024-02 | V3-Q-L024-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-026.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-026.png","high"
"026","S4-L06","4","S4.14","S4.14.A01","Show understanding of and be able to use different modes of addressing","Immediate, direct, indirect, indexed and relative addressing","cards | worked-example | reviewed-visual","Structure and relationships | Immediate, direct, indirect, indexed and relative addressing: complete worked route | Indexed addressing and arrays","V3-024-S4.14-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-026.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-026.png","high"
"026","S4-L06","4","S4.14","S4.14.A02","Including immediate, direct, indirect, indexed, relative","Immediate, direct, indirect, indexed and relative addressing","cards | worked-example | reviewed-visual","Structure and relationships | Immediate, direct, indirect, indexed and relative addressing: complete worked route | Indexed addressing and arrays","V3-Q-L024-02","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-026.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-026.png","high"
"027","S4-L07","4","S4.15","S4.15.A01","Show understanding of and perform binary shifts","AND, OR, XOR, LSL and LSR for bit manipulation, including testing/setting bits with masks","flow | worked-example | reviewed-visual","Mechanism in examinable order | AND, OR, XOR, LSL and LSR for bit manipulation, including testing/setting bits with masks: complete worked route | Binary shifts: logical, arithmetic, cyclic","V3-025-S4.15-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-027.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-027.png","high"
"027","S4-L07","4","S4.15","S4.15.A02","Show understanding of how bit manipulation can be used to monitor/control a device","AND, OR, XOR, LSL and LSR for bit manipulation, including testing/setting bits with masks","flow | worked-example | reviewed-visual","Mechanism in examinable order | AND, OR, XOR, LSL and LSR for bit manipulation, including testing/setting bits with masks: complete worked route | Binary shifts: logical, arithmetic, cyclic","V3-Q-L025-01","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-027.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-027.png","high"
"027","S4-L07","4","S4.15","S4.15.A03","Logical, arithmetic and cyclic","AND, OR, XOR, LSL and LSR for bit manipulation, including testing/setting bits with masks","flow | worked-example | reviewed-visual","Mechanism in examinable order | AND, OR, XOR, LSL and LSR for bit manipulation, including testing/setting bits with masks: complete worked route | Binary shifts: logical, arithmetic, cyclic","V3-Q-L025-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-027.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-027.png","high"
"027","S4-L07","4","S4.15","S4.15.A04","Left shift, right shift","AND, OR, XOR, LSL and LSR for bit manipulation, including testing/setting bits with masks","flow | worked-example | reviewed-visual","Mechanism in examinable order | AND, OR, XOR, LSL and LSR for bit manipulation, including testing/setting bits with masks: complete worked route | Binary shifts: logical, arithmetic, cyclic","V3-Q-L025-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-027.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-027.png","high"
"027","S4-L07","4","S4.15","S4.15.A05","Carry out bit manipulation operations","AND, OR, XOR, LSL and LSR for bit manipulation, including testing/setting bits with masks","flow | worked-example | reviewed-visual","Mechanism in examinable order | AND, OR, XOR, LSL and LSR for bit manipulation, including testing/setting bits with masks: complete worked route | Binary shifts: logical, arithmetic, cyclic","V3-025-S4.15-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-027.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-027.png","high"
"027","S4-L07","4","S4.15","S4.15.A06","Test and set a bit (using bit masking)","AND, OR, XOR, LSL and LSR for bit manipulation, including testing/setting bits with masks","flow | worked-example | reviewed-visual","Mechanism in examinable order | AND, OR, XOR, LSL and LSR for bit manipulation, including testing/setting bits with masks: complete worked route | Binary shifts: logical, arithmetic, cyclic","V3-Q-L025-01","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-027.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-027.png","high"
"027","S4-L07","4","S4.15","S4.15.A07","AND #n / Bn / &n Bitwise AND operation of the contents of ACC with the operand","AND, OR, XOR, LSL and LSR for bit manipulation, including testing/setting bits with masks","flow | worked-example | reviewed-visual","Mechanism in examinable order | AND, OR, XOR, LSL and LSR for bit manipulation, including testing/setting bits with masks: complete worked route | Binary shifts: logical, arithmetic, cyclic","V3-Q-L025-02","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-027.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-027.png","high"
"027","S4-L07","4","S4.15","S4.15.A08","AND <address> Bitwise AND operation of the contents of ACC with the contents of <address>","AND, OR, XOR, LSL and LSR for bit manipulation, including testing/setting bits with masks","flow | worked-example | reviewed-visual","Mechanism in examinable order | AND, OR, XOR, LSL and LSR for bit manipulation, including testing/setting bits with masks: complete worked route | Binary shifts: logical, arithmetic, cyclic","V3-Q-L025-02","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-027.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-027.png","high"
