"asset_id","title","path","ownership_status","requirement_ids","allowed_lesson_ids","rollout_status","source_old_lessons","delivery","reasons"
"stage10-lesson-044-acc-status","ACC and status register: execute-stage evidence","assets/diagrams/stage10-infographics/stage10-lesson-044-acc-status.jpg","assigned","S4.02","019","whole-course-active","42","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-044-main-registers","The seven named register roles","assets/diagrams/stage10-infographics/stage10-lesson-044-main-registers.jpg","inventory-only","","","inventory-only","44","OPTIONAL / EXTEND",""
"stage10-lesson-044-purpose","Why registers exist","assets/diagrams/stage10-infographics/stage10-lesson-044-purpose.jpg","inventory-only","","","inventory-only","44","OPTIONAL / EXTEND",""
"stage10-lesson-045-concept","What a system bus does","assets/diagrams/stage10-infographics/stage10-lesson-045-concept.jpg","inventory-only","","","inventory-only","45","OPTIONAL / EXTEND",""
"stage10-lesson-045-read-write","Read and write traces","assets/diagrams/stage10-infographics/stage10-lesson-045-read-write.jpg","inventory-only","","","inventory-only","45","OPTIONAL / EXTEND",""
"stage10-lesson-045-three-buses","The three buses","assets/diagrams/stage10-infographics/stage10-lesson-045-three-buses.jpg","assigned","S4.04","020","whole-course-active","45","OPTIONAL / EXTEND","Reviewed syllabus visualEvidence contract"
"stage10-lesson-045-width","Bus width and addressable locations","assets/diagrams/stage10-infographics/stage10-lesson-045-width.jpg","assigned","S4.05","020","whole-course-active","43","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-046-compatibility","Instruction sets and compatibility","assets/diagrams/stage10-infographics/stage10-lesson-046-compatibility.jpg","inventory-only","","","inventory-only","46","OPTIONAL / EXTEND",""
"stage10-lesson-046-instruction-set","What is an instruction set?","assets/diagrams/stage10-infographics/stage10-lesson-046-instruction-set.jpg","inventory-only","","","inventory-only","46","OPTIONAL / EXTEND",""
"stage10-lesson-046-machine-code","Machine code is binary instructions for the CPU","assets/diagrams/stage10-infographics/stage10-lesson-046-machine-code.jpg","assigned","S4.09","023","whole-course-active","46","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-046-opcode","Opcode and operand","assets/diagrams/stage10-infographics/stage10-lesson-046-opcode.jpg","inventory-only","","","inventory-only","46","OPTIONAL / EXTEND",""
"stage10-lesson-047-assembler","Instruction groups: data movement, I/O, arithmetic, control and compare","assets/diagrams/stage10-infographics/stage10-lesson-047-assembler.jpg","assigned","S4.11;S4.12","024","whole-course-active","47","CORE / TEACH","Reviewed syllabus visualEvidence contract;The visual classifies instruction groups; it is not a program trace."
"stage10-lesson-047-assembly","What assembly language is","assets/diagrams/stage10-infographics/stage10-lesson-047-assembly.jpg","inventory-only","","","inventory-only","47","OPTIONAL / EXTEND",""
"stage10-lesson-047-mnemonics","Mnemonics represent operations","assets/diagrams/stage10-infographics/stage10-lesson-047-mnemonics.jpg","inventory-only","","","inventory-only","47","OPTIONAL / EXTEND",""
"stage10-lesson-047-structure","Instruction labels and symbolic data addresses","assets/diagrams/stage10-infographics/stage10-lesson-047-structure.jpg","inventory-only","","","inventory-only","47","OPTIONAL / EXTEND",""
"stage10-lesson-048-arrays","Indexed addressing and arrays","assets/diagrams/stage10-infographics/stage10-lesson-048-arrays.jpg","assigned","S4.14","024","whole-course-active","48","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-048-concept","Addressing mode means operand interpretation","assets/diagrams/stage10-infographics/stage10-lesson-048-concept.jpg","inventory-only","","","inventory-only","48","OPTIONAL / EXTEND",""
"stage10-lesson-048-effective","Official LDR, CMI, JPE and JPN semantics","assets/diagrams/stage10-infographics/stage10-lesson-048-effective.jpg","assigned","S4.13","024","whole-course-active","47","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-048-modes","Five addressing modes","assets/diagrams/stage10-infographics/stage10-lesson-048-modes.jpg","inventory-only","","","inventory-only","48","OPTIONAL / EXTEND",""
"stage10-lesson-049-concept","What an interrupt is","assets/diagrams/stage10-infographics/stage10-lesson-049-concept.jpg","inventory-only","","","inventory-only","49","OPTIONAL / EXTEND",""
"stage10-lesson-049-cycle","The interrupt handling cycle","assets/diagrams/stage10-infographics/stage10-lesson-049-cycle.jpg","assigned","S4.08","022","whole-course-active","49","OPTIONAL / EXTEND","Reviewed syllabus visualEvidence contract"
"stage10-lesson-049-polling","Interrupts versus polling","assets/diagrams/stage10-infographics/stage10-lesson-049-polling.jpg","inventory-only","","","inventory-only","49","OPTIONAL / EXTEND",""
"stage10-lesson-049-priority","Priority and masking","assets/diagrams/stage10-infographics/stage10-lesson-049-priority.jpg","inventory-only","","","inventory-only","49","OPTIONAL / EXTEND",""
"stage10-lesson-049-sources","Where interrupts come from","assets/diagrams/stage10-infographics/stage10-lesson-049-sources.jpg","inventory-only","","","inventory-only","49","OPTIONAL / EXTEND",""
"stage10-lesson-050-cache","Cache: reduce slow memory access","assets/diagrams/stage10-infographics/stage10-lesson-050-cache.jpg","inventory-only","","","inventory-only","50","OPTIONAL / EXTEND",""
"stage10-lesson-050-clock","Clock speed: more cycles per second","assets/diagrams/stage10-infographics/stage10-lesson-050-clock.jpg","inventory-only","","","inventory-only","50","OPTIONAL / EXTEND",""
"stage10-lesson-050-concept","The official processor performance factors","assets/diagrams/stage10-infographics/stage10-lesson-050-concept.jpg","inventory-only","","","inventory-only","50","OPTIONAL / EXTEND",""
"stage10-lesson-050-cores","Cores: more independent processing units","assets/diagrams/stage10-infographics/stage10-lesson-050-cores.jpg","inventory-only","","","inventory-only","50","OPTIONAL / EXTEND",""
"stage10-lesson-050-limits","Performance is limited by bottlenecks","assets/diagrams/stage10-infographics/stage10-lesson-050-limits.jpg","inventory-only","","","inventory-only","50","OPTIONAL / EXTEND",""
"stage10-lesson-050-word","Word length: bits processed as a unit","assets/diagrams/stage10-infographics/stage10-lesson-050-word.jpg","inventory-only","","","inventory-only","50","OPTIONAL / EXTEND",""
"stage10-lesson-051-compare","Without and with pipelining","assets/diagrams/stage10-infographics/stage10-lesson-051-compare.jpg","inventory-only","","","inventory-only","51","OPTIONAL / EXTEND",""
"stage10-lesson-051-concept","Pipelining overlaps instruction-cycle stages","assets/diagrams/stage10-infographics/stage10-lesson-051-concept.jpg","inventory-only","","","inventory-only","51","OPTIONAL / EXTEND",""
"stage10-lesson-051-device-bits","Monitor and control a device register","assets/diagrams/stage10-infographics/stage10-lesson-051-device-bits.jpg","inventory-only","","","inventory-only","51","OPTIONAL / EXTEND",""
"stage10-lesson-051-hazards","Pipeline hazards: why faster is not always simpler","assets/diagrams/stage10-infographics/stage10-lesson-051-hazards.jpg","inventory-only","","","inventory-only","51","OPTIONAL / EXTEND",""
"stage10-lesson-051-masks","Bit masks target selected positions","assets/diagrams/stage10-infographics/stage10-lesson-051-masks.jpg","inventory-only","","","inventory-only","51","OPTIONAL / EXTEND",""
"stage10-lesson-051-shifts","Binary shifts: logical, arithmetic, cyclic","assets/diagrams/stage10-infographics/stage10-lesson-051-shifts.jpg","assigned","S4.15","025","whole-course-active","50","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-051-stalls","Stalls and flushes reduce the ideal gain","assets/diagrams/stage10-infographics/stage10-lesson-051-stalls.jpg","inventory-only","","","inventory-only","51","OPTIONAL / EXTEND",""
"stage10-lesson-051-timing","Throughput improves, but latency still exists","assets/diagrams/stage10-infographics/stage10-lesson-051-timing.jpg","inventory-only","","","inventory-only","51","OPTIONAL / EXTEND",""
"stage10-lesson-052-clinic","Turn vague into mark-worthy","assets/diagrams/stage10-infographics/stage10-lesson-052-clinic.jpg","review-only","","","inventory-only","52","OPTIONAL / EXTEND",""
"stage10-lesson-052-compare","Common compare traps","assets/diagrams/stage10-infographics/stage10-lesson-052-compare.jpg","review-only","","","inventory-only","52","OPTIONAL / EXTEND",""
"stage10-lesson-052-map","Section 4 concept map","assets/diagrams/stage10-infographics/stage10-lesson-052-map.jpg","review-only","","","inventory-only","52","OPTIONAL / EXTEND",""
"stage10-lesson-052-retrieval","Retrieval grid: say the role, not just the name","assets/diagrams/stage10-infographics/stage10-lesson-052-retrieval.jpg","review-only","","","inventory-only","52","OPTIONAL / EXTEND",""
"stage10-lesson-052-timed","8-minute mixed Section 4 response","assets/diagrams/stage10-infographics/stage10-lesson-052-timed.jpg","review-only","","","inventory-only","52","OPTIONAL / EXTEND",""
"stage10-lesson-053-categories","System software versus application software","assets/diagrams/stage10-infographics/stage10-lesson-053-categories.jpg","inventory-only","","","inventory-only","53","OPTIONAL / EXTEND",""
"stage10-lesson-053-concept","System software supports the running and maintenance of the computer","assets/diagrams/stage10-infographics/stage10-lesson-053-concept.jpg","inventory-only","","","inventory-only","53","OPTIONAL / EXTEND",""
"stage10-lesson-053-os","Operating system: the main coordinator","assets/diagrams/stage10-infographics/stage10-lesson-053-os.jpg","assigned","S5.01","026","whole-course-active","53","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-053-pathway","Translation pathway","assets/diagrams/stage10-infographics/stage10-lesson-053-pathway.jpg","inventory-only","","","inventory-only","53","OPTIONAL / EXTEND",""
"stage10-lesson-053-translators","Language translators: source code to executable behaviour","assets/diagrams/stage10-infographics/stage10-lesson-053-translators.jpg","inventory-only","","","inventory-only","53","OPTIONAL / EXTEND",""
"stage10-lesson-053-utility","Utility software: maintenance and protection tools","assets/diagrams/stage10-infographics/stage10-lesson-053-utility.jpg","inventory-only","","","inventory-only","53","OPTIONAL / EXTEND",""
"stage10-lesson-054-concept","Why applications need an operating system","assets/diagrams/stage10-infographics/stage10-lesson-054-concept.jpg","inventory-only","","","inventory-only","54","OPTIONAL / EXTEND",""
"stage10-lesson-054-device","Why drivers, buffers and queues work together","assets/diagrams/stage10-infographics/stage10-lesson-054-device.jpg","assigned","S3.04","015","whole-course-active","54","OPTIONAL / EXTEND","Shows a buffer absorbing the rate difference between a producer and a device."
"stage10-lesson-054-file","Why files need metadata and access rules","assets/diagrams/stage10-infographics/stage10-lesson-054-file.jpg","inventory-only","","","inventory-only","54","OPTIONAL / EXTEND",""
"stage10-lesson-054-memory","Why memory needs allocation and protection","assets/diagrams/stage10-infographics/stage10-lesson-054-memory.jpg","inventory-only","","","inventory-only","54","OPTIONAL / EXTEND",""
"stage10-lesson-054-process","How time-slicing creates apparent simultaneity","assets/diagrams/stage10-infographics/stage10-lesson-054-process.jpg","inventory-only","","","inventory-only","54","OPTIONAL / EXTEND",""
"stage10-lesson-054-services","How OS services form one control layer","assets/diagrams/stage10-infographics/stage10-lesson-054-services.jpg","review-only","","","inventory-only","54","OPTIONAL / EXTEND",""
"stage10-lesson-055-cli","Command line interface: precise text commands","assets/diagrams/stage10-infographics/stage10-lesson-055-cli.jpg","inventory-only","","","inventory-only","55","OPTIONAL / EXTEND",""
"stage10-lesson-055-compare","Compare interface suitability by scenario","assets/diagrams/stage10-infographics/stage10-lesson-055-compare.jpg","inventory-only","","","inventory-only","55","OPTIONAL / EXTEND",""
"stage10-lesson-055-concept","A user interface allows interaction with a computer system","assets/diagrams/stage10-infographics/stage10-lesson-055-concept.jpg","inventory-only","","","inventory-only","55","OPTIONAL / EXTEND",""
"stage10-lesson-055-gui","Graphical user interface: visual objects and pointer actions","assets/diagrams/stage10-infographics/stage10-lesson-055-gui.jpg","inventory-only","","","inventory-only","55","OPTIONAL / EXTEND",""
"stage10-lesson-055-menu","Menu-driven interface: choose from fixed options","assets/diagrams/stage10-infographics/stage10-lesson-055-menu.jpg","inventory-only","","","inventory-only","55","OPTIONAL / EXTEND",""
"stage10-lesson-055-natural","Natural language interface: ordinary language input","assets/diagrams/stage10-infographics/stage10-lesson-055-natural.jpg","inventory-only","","","inventory-only","55","OPTIONAL / EXTEND",""
"stage10-lesson-056-antivirus","Antivirus utilities detect, quarantine and remove malware","assets/diagrams/stage10-infographics/stage10-lesson-056-antivirus.jpg","inventory-only","","","inventory-only","56","OPTIONAL / EXTEND",""
"stage10-lesson-056-backup","Backup utilities create copies so data can be restored","assets/diagrams/stage10-infographics/stage10-lesson-056-backup.jpg","inventory-only","","","inventory-only","56","OPTIONAL / EXTEND",""
"stage10-lesson-056-compare","Choose the required utility by its operation","assets/diagrams/stage10-infographics/stage10-lesson-056-compare.jpg","assigned","S5.02","027","whole-course-active","54","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-056-compression","Compression utilities reduce file size","assets/diagrams/stage10-infographics/stage10-lesson-056-compression.jpg","inventory-only","","","inventory-only","56","OPTIONAL / EXTEND",""
"stage10-lesson-056-concept","Utility software performs maintenance and support tasks","assets/diagrams/stage10-infographics/stage10-lesson-056-concept.jpg","inventory-only","","","inventory-only","56","OPTIONAL / EXTEND",""
"stage10-lesson-056-defrag","Defragmentation rearranges fragmented files on magnetic disks","assets/diagrams/stage10-infographics/stage10-lesson-056-defrag.jpg","inventory-only","","","inventory-only","56","OPTIONAL / EXTEND",""
"stage10-lesson-056-encryption","Encryption utilities protect confidentiality","assets/diagrams/stage10-infographics/stage10-lesson-056-encryption.jpg","inventory-only","","","inventory-only","56","OPTIONAL / EXTEND",""
"stage10-lesson-057-assembler","An assembler translates assembly language into machine code","assets/diagrams/stage10-infographics/stage10-lesson-057-assembler.jpg","assigned","S5.04","028","whole-course-active","57","OPTIONAL / EXTEND","Reviewed syllabus visualEvidence contract"
"stage10-lesson-057-compare","Comparison: same goal, different route","assets/diagrams/stage10-infographics/stage10-lesson-057-compare.jpg","inventory-only","","","inventory-only","57","OPTIONAL / EXTEND",""
"stage10-lesson-057-compiler","A compiler translates the whole high-level program before execution","assets/diagrams/stage10-infographics/stage10-lesson-057-compiler.jpg","assigned","S5.05","029","whole-course-active","57","OPTIONAL / EXTEND","Reviewed syllabus visualEvidence contract"
"stage10-lesson-057-concept","Translator software converts program code into another form","assets/diagrams/stage10-infographics/stage10-lesson-057-concept.jpg","inventory-only","","","inventory-only","57","OPTIONAL / EXTEND",""
"stage10-lesson-057-interpreter","An interpreter translates and executes statements as the program runs","assets/diagrams/stage10-infographics/stage10-lesson-057-interpreter.jpg","inventory-only","","","inventory-only","57","OPTIONAL / EXTEND",""
"stage10-lesson-058-generation","Code generation produces object code","assets/diagrams/stage10-infographics/stage10-lesson-058-generation.jpg","inventory-only","","","inventory-only","58","OPTIONAL / EXTEND",""
"stage10-lesson-058-lexical","Lexical analysis converts character streams into tokens","assets/diagrams/stage10-infographics/stage10-lesson-058-lexical.jpg","inventory-only","","","inventory-only","58","OPTIONAL / EXTEND",""
"stage10-lesson-058-optimisation","Optimisation improves code without changing what it does","assets/diagrams/stage10-infographics/stage10-lesson-058-optimisation.jpg","inventory-only","","","inventory-only","58","OPTIONAL / EXTEND",""
"stage10-lesson-058-pipeline","The compilation pipeline transforms source code into object code","assets/diagrams/stage10-infographics/stage10-lesson-058-pipeline.jpg","inventory-only","","","inventory-only","58","OPTIONAL / EXTEND",""
"stage10-lesson-058-semantic","Semantic analysis checks meaning and context","assets/diagrams/stage10-infographics/stage10-lesson-058-semantic.jpg","inventory-only","","","inventory-only","58","OPTIONAL / EXTEND",""
"stage10-lesson-058-syntax","Syntax analysis checks grammar and program structure","assets/diagrams/stage10-infographics/stage10-lesson-058-syntax.jpg","inventory-only","","","inventory-only","58","OPTIONAL / EXTEND",""
"stage10-lesson-059-compare","Compare the roles without blending them","assets/diagrams/stage10-infographics/stage10-lesson-059-compare.jpg","inventory-only","","","inventory-only","59","OPTIONAL / EXTEND",""
"stage10-lesson-059-concept","The post-compilation pathway connects code and prepares execution","assets/diagrams/stage10-infographics/stage10-lesson-059-concept.jpg","inventory-only","","","inventory-only","59","OPTIONAL / EXTEND",""
"stage10-lesson-059-libraries","Libraries provide reusable routines and modules","assets/diagrams/stage10-infographics/stage10-lesson-059-libraries.jpg","assigned","S5.03","027","whole-course-active","55","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-059-linkers","Linkers combine object modules and resolve references","assets/diagrams/stage10-infographics/stage10-lesson-059-linkers.jpg","inventory-only","","","inventory-only","59","OPTIONAL / EXTEND",""
"stage10-lesson-059-loaders","Loaders place executable code into memory","assets/diagrams/stage10-infographics/stage10-lesson-059-loaders.jpg","inventory-only","","","inventory-only","59","OPTIONAL / EXTEND",""
"stage10-lesson-059-static-dynamic","Static and dynamic linking affect when library code is connected","assets/diagrams/stage10-infographics/stage10-lesson-059-static-dynamic.jpg","inventory-only","","","inventory-only","59","OPTIONAL / EXTEND",""
"stage10-lesson-060-compare","Compare error types by evidence","assets/diagrams/stage10-infographics/stage10-lesson-060-compare.jpg","inventory-only","","","inventory-only","60","OPTIONAL / EXTEND",""
"stage10-lesson-060-concept","Error classification depends on when and how the fault appears","assets/diagrams/stage10-infographics/stage10-lesson-060-concept.jpg","inventory-only","","","inventory-only","60","OPTIONAL / EXTEND",""
"stage10-lesson-060-diagnostics","Translation diagnostics help locate and correct errors","assets/diagrams/stage10-infographics/stage10-lesson-060-diagnostics.jpg","inventory-only","","","inventory-only","60","OPTIONAL / EXTEND",""
"stage10-lesson-060-logic","Logic errors make the program do the wrong thing","assets/diagrams/stage10-infographics/stage10-lesson-060-logic.jpg","assigned","S12.04","084","whole-course-active","145","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-060-runtime","Runtime errors occur while the program is executing","assets/diagrams/stage10-infographics/stage10-lesson-060-runtime.jpg","inventory-only","","","inventory-only","60","OPTIONAL / EXTEND",""
"stage10-lesson-060-syntax","Syntax errors break the grammar rules of the language","assets/diagrams/stage10-infographics/stage10-lesson-060-syntax.jpg","inventory-only","","","inventory-only","60","OPTIONAL / EXTEND",""
"stage10-lesson-061-decision","A good translator choice starts with four questions","assets/diagrams/stage10-infographics/stage10-lesson-061-decision.jpg","inventory-only","","","inventory-only","61","OPTIONAL / EXTEND",""
"stage10-lesson-061-deployment","For deployment, a compiler often produces a distributable executable","assets/diagrams/stage10-infographics/stage10-lesson-061-deployment.jpg","inventory-only","","","inventory-only","61","OPTIONAL / EXTEND",""
"stage10-lesson-061-development","During development, an interpreter can support rapid testing","assets/diagrams/stage10-infographics/stage10-lesson-061-development.jpg","inventory-only","","","inventory-only","61","OPTIONAL / EXTEND",""
"stage10-lesson-061-diagnostics","Error feedback affects the best choice during development","assets/diagrams/stage10-infographics/stage10-lesson-061-diagnostics.jpg","inventory-only","","","inventory-only","61","OPTIONAL / EXTEND",""
"stage10-lesson-061-lowlevel","For assembly language, use an assembler","assets/diagrams/stage10-infographics/stage10-lesson-061-lowlevel.jpg","inventory-only","","","inventory-only","61","OPTIONAL / EXTEND",""
"stage10-lesson-061-pipeline","After translation, linking and loading may still be needed","assets/diagrams/stage10-infographics/stage10-lesson-061-pipeline.jpg","inventory-only","","","inventory-only","61","OPTIONAL / EXTEND",""
"stage10-lesson-062-compare","Similar terms that the exam likes to separate","assets/diagrams/stage10-infographics/stage10-lesson-062-compare.jpg","review-only","","","inventory-only","62","OPTIONAL / EXTEND",""
"stage10-lesson-062-precision","Turn a weak answer into marks","assets/diagrams/stage10-infographics/stage10-lesson-062-precision.jpg","review-only","","","inventory-only","62","OPTIONAL / EXTEND",""
"stage10-lesson-062-retrieval","Section 5 in one screen","assets/diagrams/stage10-infographics/stage10-lesson-062-retrieval.jpg","review-only","","","inventory-only","62","OPTIONAL / EXTEND",""
"stage10-lesson-063-authenticity","Authenticity checks that identity or data origin is genuine","assets/diagrams/stage10-infographics/stage10-lesson-063-authenticity.jpg","inventory-only","","","inventory-only","63","OPTIONAL / EXTEND",""
"stage10-lesson-063-availability","Availability keeps systems and data accessible when needed","assets/diagrams/stage10-infographics/stage10-lesson-063-availability.jpg","inventory-only","","","inventory-only","63","OPTIONAL / EXTEND",""
"stage10-lesson-063-confidentiality","Confidentiality protects data from unauthorised access","assets/diagrams/stage10-infographics/stage10-lesson-063-confidentiality.jpg","inventory-only","","","inventory-only","63","OPTIONAL / EXTEND",""
"stage10-lesson-063-controls","One control can support more than one goal, but not every goal","assets/diagrams/stage10-infographics/stage10-lesson-063-controls.jpg","assigned","S6.06","033","whole-course-active","67","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-063-integrity","Integrity protects data from unauthorised or accidental alteration","assets/diagrams/stage10-infographics/stage10-lesson-063-integrity.jpg","assigned","S6.01","031","whole-course-active","63","OPTIONAL / EXTEND","Reviewed syllabus visualEvidence contract"
"stage10-lesson-063-risk-chain","Use the risk chain before naming a control","assets/diagrams/stage10-infographics/stage10-lesson-063-risk-chain.jpg","assigned","S6.02","031","whole-course-active","63","OPTIONAL / EXTEND","Connects assets, threats, vulnerabilities and controls to explain why security is needed."
"stage10-lesson-064-concept","Malware is malicious software; social engineering manipulates people","assets/diagrams/stage10-infographics/stage10-lesson-064-concept.jpg","inventory-only","","","inventory-only","64","OPTIONAL / EXTEND",""
"stage10-lesson-064-controls","Match controls to mechanism, not just the word ""malware""","assets/diagrams/stage10-infographics/stage10-lesson-064-controls.jpg","inventory-only","","","inventory-only","64","OPTIONAL / EXTEND",""
"stage10-lesson-064-ransomware","Ransomware denies access by encrypting or locking data","assets/diagrams/stage10-infographics/stage10-lesson-064-ransomware.jpg","inventory-only","","","inventory-only","64","OPTIONAL / EXTEND",""
"stage10-lesson-064-social","Social engineering exploits people rather than code","assets/diagrams/stage10-infographics/stage10-lesson-064-social.jpg","inventory-only","","","inventory-only","64","OPTIONAL / EXTEND",""
"stage10-lesson-064-spyware","Spyware secretly monitors activity or collects data","assets/diagrams/stage10-infographics/stage10-lesson-064-spyware.jpg","assigned","S6.04","032","whole-course-active","64","OPTIONAL / EXTEND","Reviewed syllabus visualEvidence contract"
"stage10-lesson-064-trojan","Trojan: malicious code disguised as legitimate software","assets/diagrams/stage10-infographics/stage10-lesson-064-trojan.jpg","inventory-only","","","inventory-only","64","OPTIONAL / EXTEND",""
"stage10-lesson-064-virus","Virus and worm: both can spread, but not in the same way","assets/diagrams/stage10-infographics/stage10-lesson-064-virus.jpg","inventory-only","","","inventory-only","64","OPTIONAL / EXTEND",""
"stage10-lesson-065-compare","Compare by route and result","assets/diagrams/stage10-infographics/stage10-lesson-065-compare.jpg","inventory-only","","","inventory-only","65","OPTIONAL / EXTEND",""
"stage10-lesson-065-controls","Controls must fit the attack route","assets/diagrams/stage10-infographics/stage10-lesson-065-controls.jpg","inventory-only","","","inventory-only","65","OPTIONAL / EXTEND",""
"stage10-lesson-065-core","Start from mechanism, then discuss impact","assets/diagrams/stage10-infographics/stage10-lesson-065-core.jpg","inventory-only","","","inventory-only","65","OPTIONAL / EXTEND",""
"stage10-lesson-065-dos","Denial-of-service: making a service unavailable","assets/diagrams/stage10-infographics/stage10-lesson-065-dos.jpg","inventory-only","","","inventory-only","65","OPTIONAL / EXTEND",""
"stage10-lesson-065-hacking","Hacking: gaining unauthorised access to a system or data","assets/diagrams/stage10-infographics/stage10-lesson-065-hacking.jpg","inventory-only","","","inventory-only","65","OPTIONAL / EXTEND",""
"stage10-lesson-065-pharming","Pharming: redirecting users to a fake website","assets/diagrams/stage10-infographics/stage10-lesson-065-pharming.jpg","inventory-only","","","inventory-only","65","OPTIONAL / EXTEND",""
"stage10-lesson-065-phishing","Phishing: tricking users into revealing information or visiting a fake page","assets/diagrams/stage10-infographics/stage10-lesson-065-phishing.jpg","inventory-only","","","inventory-only","65","OPTIONAL / EXTEND",""
"stage10-lesson-066-biometrics","Biometrics: convenient identity evidence from physical or behavioural features","assets/diagrams/stage10-infographics/stage10-lesson-066-biometrics.jpg","assigned","S6.03","033","whole-course-active","66","OPTIONAL / EXTEND","Reviewed syllabus visualEvidence contract"
"stage10-lesson-066-compare","Compare methods by evidence, risk and context","assets/diagrams/stage10-infographics/stage10-lesson-066-compare.jpg","inventory-only","","","inventory-only","66","OPTIONAL / EXTEND",""
"stage10-lesson-066-core","Authentication is identity checking","assets/diagrams/stage10-infographics/stage10-lesson-066-core.jpg","inventory-only","","","inventory-only","66","OPTIONAL / EXTEND",""
"stage10-lesson-066-factors","Authentication factors: know, have, are","assets/diagrams/stage10-infographics/stage10-lesson-066-factors.jpg","inventory-only","","","inventory-only","66","OPTIONAL / EXTEND",""
"stage10-lesson-066-mfa","MFA combines different factor types","assets/diagrams/stage10-infographics/stage10-lesson-066-mfa.jpg","inventory-only","","","inventory-only","66","OPTIONAL / EXTEND",""
"stage10-lesson-066-password-tool","Estimate password quality without collecting real passwords","assets/diagrams/stage10-infographics/stage10-lesson-066-password-tool.jpg","inventory-only","","","inventory-only","66","OPTIONAL / EXTEND",""
"stage10-lesson-066-passwords","Passwords: cheap, familiar and often ruined by humans","assets/diagrams/stage10-infographics/stage10-lesson-066-passwords.jpg","inventory-only","","","inventory-only","66","OPTIONAL / EXTEND",""
"stage10-lesson-066-tokens","Tokens: proof that the user has a specific device or object","assets/diagrams/stage10-infographics/stage10-lesson-066-tokens.jpg","inventory-only","","","inventory-only","66","OPTIONAL / EXTEND",""
"stage10-lesson-067-core","Access control decides what authenticated users may do","assets/diagrams/stage10-infographics/stage10-lesson-067-core.jpg","assigned","S6.05","032","whole-course-active","67","OPTIONAL / EXTEND","Reviewed syllabus visualEvidence contract"
"stage10-lesson-067-least","Least privilege reduces unnecessary damage","assets/diagrams/stage10-infographics/stage10-lesson-067-least.jpg","inventory-only","","","inventory-only","67","OPTIONAL / EXTEND",""
"stage10-lesson-067-matrix","A permission matrix makes access decisions visible","assets/diagrams/stage10-infographics/stage10-lesson-067-matrix.jpg","inventory-only","","","inventory-only","67","OPTIONAL / EXTEND",""
"stage10-lesson-067-review","Permissions need review, not just setup day optimism","assets/diagrams/stage10-infographics/stage10-lesson-067-review.jpg","inventory-only","","","inventory-only","67","OPTIONAL / EXTEND",""
"stage10-lesson-067-rights","Common permission types","assets/diagrams/stage10-infographics/stage10-lesson-067-rights.jpg","inventory-only","","","inventory-only","67","OPTIONAL / EXTEND",""
"stage10-lesson-067-users","Users, groups and roles keep permissions manageable","assets/diagrams/stage10-infographics/stage10-lesson-067-users.jpg","inventory-only","","","inventory-only","67","OPTIONAL / EXTEND",""
"stage10-lesson-068-certificates","How a certificate supports trust","assets/diagrams/stage10-infographics/stage10-lesson-068-certificates.jpg","inventory-only","","","inventory-only","68","OPTIONAL / EXTEND",""
"stage10-lesson-068-compare","How the required property chooses the method","assets/diagrams/stage10-infographics/stage10-lesson-068-compare.jpg","inventory-only","","","inventory-only","68","OPTIONAL / EXTEND",""
"stage10-lesson-068-core","Why security methods cannot substitute","assets/diagrams/stage10-infographics/stage10-lesson-068-core.jpg","inventory-only","","","inventory-only","68","OPTIONAL / EXTEND",""
"stage10-lesson-068-encryption","How encryption protects confidentiality","assets/diagrams/stage10-infographics/stage10-lesson-068-encryption.jpg","inventory-only","","","inventory-only","68","OPTIONAL / EXTEND",""
"stage10-lesson-068-hashing","Why a hash supports comparison","assets/diagrams/stage10-infographics/stage10-lesson-068-hashing.jpg","inventory-only","","","inventory-only","68","OPTIONAL / EXTEND",""
"stage10-lesson-068-https","How HTTPS combines trust and privacy","assets/diagrams/stage10-infographics/stage10-lesson-068-https.jpg","inventory-only","","","inventory-only","68","OPTIONAL / EXTEND",""
"stage10-lesson-068-keys","Why key ownership changes capability","assets/diagrams/stage10-infographics/stage10-lesson-068-keys.jpg","inventory-only","","","inventory-only","68","OPTIONAL / EXTEND",""
"stage10-lesson-069-core","Network controls sit between traffic and risk","assets/diagrams/stage10-infographics/stage10-lesson-069-core.jpg","inventory-only","","","inventory-only","69","OPTIONAL / EXTEND",""
"stage10-lesson-069-event-tool","Which control is most relevant?","assets/diagrams/stage10-infographics/stage10-lesson-069-event-tool.jpg","inventory-only","","","inventory-only","69","OPTIONAL / EXTEND",""
