lesson,visual_id,section_id,method,topic,required_facts,source,status,content_hash
067,explanation-core-div-1,explanation-core,HTML/CSS,Why security methods cannot substitute,Define exact facts for manual review of Why security methods cannot substitute.,Lesson content and applicable syllabus row,NeedsFactReview,58cfe18c3e9a5301aaf18ad7d225f7f5ba38bcea2a77ec6a2afb947866750d69
067,explanation-core-img-2,explanation-core,Raster image,"Three restrained exhibits representing hidden content, an irreversible comparison imprint and trusted identity verification.","Three restrained exhibits representing hidden content, an irreversible comparison imprint and trusted identity verification.",Lesson content and applicable syllabus row,NeedsFactReview,c811cdb9f3a8c95d8e2be98530359bedbcbb57355d7ff96fed67b54152ad53a5
079,overview-div-1,overview,HTML/CSS,Flat-file and relational visual,Flat-file and relational visual,Lesson content and applicable syllabus row,NeedsFactReview,d13b51617e440a5a5e48d3b71ca65ad7c1559da7a531d92d9e20beab327a09b1
080,overview-div-1,overview,HTML/CSS,Annotated table visual,Annotated table visual,Lesson content and applicable syllabus row,NeedsFactReview,0ba0bfcadb3f53098788ae2bd47824bc648dec7c25acf03b1f01c334bc47d093
080,overview-div-2,overview,HTML/CSS,"A table is not just boxes. It is boxes with rules, otherwise the data starts doing parkour.","Define exact facts for manual review of A table is not just boxes. It is boxes with rules, otherwise the data starts doing parkour..",Lesson content and applicable syllabus row,NeedsFactReview,e26adf21719a50e3540fcf9f0d7ecae8e5e3ed14a9c9a2f6541fa181d3c90488
080,overview-div-3,overview,HTML/CSS,"A table is not just boxes. It is boxes with rules, otherwise the data starts doing parkour.","Define exact facts for manual review of A table is not just boxes. It is boxes with rules, otherwise the data starts doing parkour..",Lesson content and applicable syllabus row,NeedsFactReview,e107bc9cab13432abcde0db2676832d7e3c60a7eb4462b47ae3d2ae8af086ac2
080,overview-div-4,overview,HTML/CSS,"A table is not just boxes. It is boxes with rules, otherwise the data starts doing parkour.","Define exact facts for manual review of A table is not just boxes. It is boxes with rules, otherwise the data starts doing parkour..",Lesson content and applicable syllabus row,NeedsFactReview,e107bc9cab13432abcde0db2676832d7e3c60a7eb4462b47ae3d2ae8af086ac2
081,overview-div-1,overview,HTML/CSS,Key relationship visual,Key relationship visual,Lesson content and applicable syllabus row,NeedsFactReview,aae694284f03a205044598deddac786b0c489be3be067c62bb00772d16f04ee4
081,relationships-div-1,relationships,HTML/CSS,Relationships describe how records connect,Define exact facts for manual review of Relationships describe how records connect.,Lesson content and applicable syllabus row,NeedsFactReview,37054d961497c05b6b9849110acf87070f3da4f6f1d2f5ed3f398c8fb33c01e8
082,cardinality-div-1,cardinality,HTML/CSS,Cardinality describes how many records may be linked,Define exact facts for manual review of Cardinality describes how many records may be linked.,Lesson content and applicable syllabus row,NeedsFactReview,d7c4325fd8c131ede3bbcbe0bd8945f8fb78a55a038150a141342226f563e5df
082,cardinality-div-2,cardinality,HTML/CSS,Cardinality describes how many records may be linked,Define exact facts for manual review of Cardinality describes how many records may be linked.,Lesson content and applicable syllabus row,NeedsFactReview,eafbf60f61ba1d2aed5162df1ecf6ac947d4582fe9546b090e4596ccd71f7577
082,cardinality-div-3,cardinality,HTML/CSS,Cardinality describes how many records may be linked,Define exact facts for manual review of Cardinality describes how many records may be linked.,Lesson content and applicable syllabus row,NeedsFactReview,b56489901ae8791f1a03af39cd8ae1d64cea601fb7be97d87bb8069e84ee88a1
082,cardinality-div-4,cardinality,HTML/CSS,Cardinality describes how many records may be linked,Define exact facts for manual review of Cardinality describes how many records may be linked.,Lesson content and applicable syllabus row,NeedsFactReview,eafbf60f61ba1d2aed5162df1ecf6ac947d4582fe9546b090e4596ccd71f7577
082,overview-div-1,overview,HTML/CSS,Entity relationship visual,Entity relationship visual,Lesson content and applicable syllabus row,NeedsFactReview,e714afe35b9f598e969a5d8b7658d63edd5bba334cb3a4549588a7d6153322ba
082,overview-div-2,overview,HTML/CSS,An ER model is a map before the database is built. Tables without a map are just furniture in the dark.,Define exact facts for manual review of An ER model is a map before the database is built. Tables without a map are just furniture in the dark..,Lesson content and applicable syllabus row,NeedsFactReview,56c55ae1bd31a6a899752e374c567fd97251788bcf814e10f3636244e8887e68
082,overview-div-3,overview,HTML/CSS,An ER model is a map before the database is built. Tables without a map are just furniture in the dark.,Define exact facts for manual review of An ER model is a map before the database is built. Tables without a map are just furniture in the dark..,Lesson content and applicable syllabus row,NeedsFactReview,56c55ae1bd31a6a899752e374c567fd97251788bcf814e10f3636244e8887e68
083,overview-div-1,overview,HTML/CSS,Normalisation visual,Normalisation visual,Lesson content and applicable syllabus row,NeedsFactReview,11c8ebac6872a0a8f6b180729641c8759259955d0bd71ed4bf3bad07a1bbc820
084,overview-div-1,overview,HTML/CSS,SQL query visual,SQL query visual,Lesson content and applicable syllabus row,NeedsFactReview,8df5818f54c6a9154c12e240d38614bf5fe653633b2a8af5a8f5616f2db7b6e9
085,aggregates-div-1,aggregates,HTML/CSS,Aggregate functions,Aggregate functions,Lesson content and applicable syllabus row,NeedsFactReview,f9f8c79b7101147e87aa9fe35680bbae189a0bf963d6c436e3abc51b1c892643
085,overview-div-1,overview,HTML/CSS,SQL aggregate visual,SQL aggregate visual,Lesson content and applicable syllabus row,NeedsFactReview,4b0365b1b970d2ad026818a5a04b90accefb1cb9cbb8144848b10a7bc2ddc2c4
086,overview-div-1,overview,HTML/CSS,SQL join visual,SQL join visual,Lesson content and applicable syllabus row,NeedsFactReview,fab9b70c1024086aa7f26e11820411c8f3df045cdc6ca759602a767ba6f49c87
086,relationships-div-1,relationships,HTML/CSS,Related tables use primary keys and foreign keys,Define exact facts for manual review of Related tables use primary keys and foreign keys.,Lesson content and applicable syllabus row,NeedsFactReview,6f06f79127992678d6ddd5a3148f7bca6d87f6a3cd32285a1bcd6dad0404007b
087,overview-div-1,overview,HTML/CSS,SQL data modification visual,SQL data modification visual,Lesson content and applicable syllabus row,NeedsFactReview,e5d35345f44aff02b3db0908cf603cdd3f37421c698bf22eec87220ec4e41b74
088,overview-div-1,overview,HTML/CSS,Database protection visual,Database protection visual,Lesson content and applicable syllabus row,NeedsFactReview,f952ea7f0e4dc37ce350f7d57daed0ac6582456f99fce2c421eaf8f6c3ea822d
089,overview-div-1,overview,HTML/CSS,Review visual,Review visual,Lesson content and applicable syllabus row,NeedsFactReview,a18f7c80d74fc83babfd1a4c947b61527d33789a93f7bf31124737ca07a6c53c
090,overview-div-1,overview,HTML/CSS,Review visual,Review visual,Lesson content and applicable syllabus row,NeedsFactReview,a18f7c80d74fc83babfd1a4c947b61527d33789a93f7bf31124737ca07a6c53c
091,overview-div-1,overview,HTML/CSS,Processor review visual,Processor review visual,Lesson content and applicable syllabus row,NeedsFactReview,19d8cf5fb60666bdb37e2d528437e9ba845b0c4b347b7957d7866a80450e1398
092,overview-div-1,overview,HTML/CSS,System software and security visual,System software and security visual,Lesson content and applicable syllabus row,NeedsFactReview,635f2a8486de94c34713c6f356d0086d557d334baa25be5fb81d15b69701fe55
093,overview-div-1,overview,HTML/CSS,Ethics and database review visual,Ethics and database review visual,Lesson content and applicable syllabus row,NeedsFactReview,3d85be6894435dfea9a9ed8ec8fe35f9ed0e1f1827c8a340320ff2f8ac23ddfe
094,overview-div-1,overview,HTML/CSS,Mixed question strategy visual,Mixed question strategy visual,Lesson content and applicable syllabus row,NeedsFactReview,8ac8749999e77594ff176135feb06d70a0c2da4327cde2bae52ce4d8f4874658
095,overview-div-1,overview,HTML/CSS,Timed short-answer visual,Timed short-answer visual,Lesson content and applicable syllabus row,NeedsFactReview,7a4fc25b502f13a3dca09606ebf95ad7fdf5e31bfe73a9951fbf0594232ff200
096,overview-div-1,overview,HTML/CSS,Extended response visual,Extended response visual,Lesson content and applicable syllabus row,NeedsFactReview,08e6a4e4d55d90ac64e8a172bdd40c8fc0b76491d061334f0870cf41a955210e
097,overview-div-1,overview,HTML/CSS,Mock correction clinic visual,Mock correction clinic visual,Lesson content and applicable syllabus row,NeedsFactReview,bc49aa5db6deabc4eeb899f03dfbaea318240cb4d551a5592dc48f32c0cf8a60
098,overview-div-1,overview,HTML/CSS,Algorithm pipeline visual,Algorithm pipeline visual,Lesson content and applicable syllabus row,NeedsFactReview,dde83e4ef2290b482cb1a0d8d8bde6740d930391e9e88afc43b41c0be0072e90
099,overview-div-1,overview,HTML/CSS,Decomposition and abstraction visual,Decomposition and abstraction visual,Lesson content and applicable syllabus row,NeedsFactReview,e9b86d767a2b49eaf8872aa8322fe367a54926bec3c20235a4f329168102cbdd
100,overview-div-1,overview,HTML/CSS,Flowchart and pseudocode visual,Flowchart and pseudocode visual,Lesson content and applicable syllabus row,NeedsFactReview,66bb7121ce3fbe33a01dfb777f487d1cdf930e5ec7b84bb1cff7b957803a2b28
101,overview-div-1,overview,HTML/CSS,Trace table visual,Trace table visual,Lesson content and applicable syllabus row,NeedsFactReview,2bdea59010282ac0646e72fc7aa7a0e96ac4623676ea9f7af16d3b17e303d1a9
102,overview-div-1,overview,HTML/CSS,Control structure visual,Control structure visual,Lesson content and applicable syllabus row,NeedsFactReview,e538672b590c3ace79558659d034077d3dff2618d8e72b202249d7b48e7949fb
103,overview-div-1,overview,HTML/CSS,Validation pipeline visual,Validation pipeline visual,Lesson content and applicable syllabus row,NeedsFactReview,74b92dc4a346f80085eced7d2ea23881aca2f378548b9445f7c66ad7d36ebdf8
104,overview-div-1,overview,HTML/CSS,Search visual,Search visual,Lesson content and applicable syllabus row,NeedsFactReview,69e0598f7a13c0b1337ec6ca9834bb810a54d076155fd5e1063c2e3ad44412a4
105,overview-div-1,overview,HTML/CSS,Sorting visual,Sorting visual,Lesson content and applicable syllabus row,NeedsFactReview,dfc926f6195cc0776f9a388cc24aa085811aad1945d4daa5fb08f2bb8332bca7
106,overview-div-1,overview,HTML/CSS,Accumulator visual,Accumulator visual,Lesson content and applicable syllabus row,NeedsFactReview,8c85940a672ff7a9f78b146373438e3fbd6ffccf3c3b7ac5fac72b5a5d8ec38f
107,overview-div-1,overview,HTML/CSS,String visual,String visual,Lesson content and applicable syllabus row,NeedsFactReview,799d48a12a0338f830584bddc7040f919ee07431e458339320c1c34d2481f1ca
108,overview-div-1,overview,HTML/CSS,Nested loop visual,Nested loop visual,Lesson content and applicable syllabus row,NeedsFactReview,877d3744c5e1ab6037cd9b3dd353a922a6109b8b1c29543d716cefd9752d29c1
109,overview-div-1,overview,HTML/CSS,Efficiency visual,Efficiency visual,Lesson content and applicable syllabus row,NeedsFactReview,7e4fde3f6616fd7f3d25ada01f6eeb5c30a0eea221053a9fb1383c55756c1873
110,overview-div-1,overview,HTML/CSS,Pseudocode visual,Pseudocode visual,Lesson content and applicable syllabus row,NeedsFactReview,a7c781be57a58914937b69c5df72bdcfb4e3564cd5d3a601d274d182b0734f9c
111,overview-div-1,overview,HTML/CSS,Scenario visual,Scenario visual,Lesson content and applicable syllabus row,NeedsFactReview,71b0deb087cd7eec30c31c25e2d429731d8e68d057e6f2bc269d8833cc0c0d9b
112,overview-div-1,overview,HTML/CSS,Review visual,Review visual,Lesson content and applicable syllabus row,NeedsFactReview,dc8a5a8821f9e804a409a4d69c48cf6e401bcca01f34a02e71a345818f66c4c6
113,overview-div-1,overview,HTML/CSS,Data type visual,Data type visual,Lesson content and applicable syllabus row,NeedsFactReview,9bd7cb96ce59cf117136f77a0b8e395687f7be088d2f12a383839200c299d2d7
114,overview-div-1,overview,HTML/CSS,Assignment visual,Assignment visual,Lesson content and applicable syllabus row,NeedsFactReview,619303e2be1c87ef70143bd575307e3709467766dd894d893bbc17af005f9e31
115,overview-div-1,overview,HTML/CSS,One-dimensional array visual,One-dimensional array visual,Lesson content and applicable syllabus row,NeedsFactReview,e325f8bd2a64164f3a27f2bfa3618a3e0f81c0e3facba4e90dc96f90364851b3
116,overview-div-1,overview,HTML/CSS,Two-dimensional array visual,Two-dimensional array visual,Lesson content and applicable syllabus row,NeedsFactReview,815e995d2ee945db131c1f64f9c5003650f1c54d1cee48577d3e7a166d911552
117,overview-div-1,overview,HTML/CSS,Array algorithm visual,Array algorithm visual,Lesson content and applicable syllabus row,NeedsFactReview,119bb4d06e70806d89d679a3acf3d3d67dc043b6a54c1421182a21a049d404e0
118,overview-div-1,overview,HTML/CSS,Record visual,Record visual,Lesson content and applicable syllabus row,NeedsFactReview,1381cd333a93eb5596eceb4a724e6b9bdd4ceb86ab6056ebdb57d5954122b185
119,overview-div-1,overview,HTML/CSS,Array of records visual,Array of records visual,Lesson content and applicable syllabus row,NeedsFactReview,702106970b4a0871f8120c4fa89e8bd897cd95b4d4cbfa0b3d6671723c7a6229
120,overview-div-1,overview,HTML/CSS,Text file visual,Text file visual,Lesson content and applicable syllabus row,NeedsFactReview,a09beda2f52d8be20f66baf1893a3d69dd69d426ec600fa8214948907c3eddc9
121,overview-div-1,overview,HTML/CSS,CSV visual,CSV visual,Lesson content and applicable syllabus row,NeedsFactReview,58978c319c2afb6a142091f7f1ee7843eb1516a8ca6e92b523b4026b55617e4a
122,overview-div-1,overview,HTML/CSS,Stack and queue visual,Stack and queue visual,Lesson content and applicable syllabus row,NeedsFactReview,40e4d039538471cbf55554d5671d95e16535e24533ef4b810771f3671921955f
123,overview-div-1,overview,HTML/CSS,Data structure decision visual,Data structure decision visual,Lesson content and applicable syllabus row,NeedsFactReview,6bfb11dd36a8aea46b42ce20d67fd1dd09633277576a9a190f7a1066c48029b9
124,overview-div-1,overview,HTML/CSS,Pseudocode versus Java visual,Pseudocode versus Java visual,Lesson content and applicable syllabus row,NeedsFactReview,f70805d9f0db01f0337d4539c18f221273309bb592da04f738596967effe8e36
125,overview-div-1,overview,HTML/CSS,Section 10 review visual,Section 10 review visual,Lesson content and applicable syllabus row,NeedsFactReview,c2558576d026215ec1499ba8ed4257a3a66b4dffb2163c03c30d2e555dd8abe8
126,overview-div-1,overview,HTML/CSS,Programming construct visual,Programming construct visual,Lesson content and applicable syllabus row,NeedsFactReview,552c1bcb31289d369f79d1531359067f5dab9a22f47c82acfd89a8b9df2a6270
127,overview-div-1,overview,HTML/CSS,Selection visual,Selection visual,Lesson content and applicable syllabus row,NeedsFactReview,a75d66fa9105202b70d8650d5b12c447ff29ef0c66f30540d09e6e5e3a5f4270
128,overview-div-1,overview,HTML/CSS,Count-controlled loop visual,Count-controlled loop visual,Lesson content and applicable syllabus row,NeedsFactReview,8d4d009d4998101a614d021b9268027b1fdb8a4231d41f7e089139e1d04b08cf
129,overview-div-1,overview,HTML/CSS,Condition-controlled loop visual,Condition-controlled loop visual,Lesson content and applicable syllabus row,NeedsFactReview,17ae7c6ad621a3634948bf95652bed14a2f2da5b66bb9f505b06f1f408f55dcd
130,overview-div-1,overview,HTML/CSS,Procedure and function visual,Procedure and function visual,Lesson content and applicable syllabus row,NeedsFactReview,d8f23f13d05f9aac9587d83c9f622563d630acbc8e89334784934c841d2e8a44
131,overview-div-1,overview,HTML/CSS,By value and BYREF visual,By value and BYREF visual,Lesson content and applicable syllabus row,NeedsFactReview,6f9328f954d8ec25b4b6c6bf901513accd9df1a634af0fab3bfd17c5492e6d07
132,overview-div-1,overview,HTML/CSS,Scope visual,Scope visual,Lesson content and applicable syllabus row,NeedsFactReview,ad669477378e3f7a762a4844f2e08afd13dfff94cdd787c7cf74a89c5e87964a
133,overview-div-1,overview,HTML/CSS,String visual,String visual,Lesson content and applicable syllabus row,NeedsFactReview,799d48a12a0338f830584bddc7040f919ee07431e458339320c1c34d2481f1ca
134,overview-div-1,overview,HTML/CSS,DIV and MOD visual,DIV and MOD visual,Lesson content and applicable syllabus row,NeedsFactReview,18f22c1313c41879667395b28ecce55adba88b53cc19168081ed083d7e104eff
135,overview-div-1,overview,HTML/CSS,Input output visual,Input output visual,Lesson content and applicable syllabus row,NeedsFactReview,29d155b614a87e4051c643238ff7773edbd34836ab534b7d36055497810791ab
136,overview-div-1,overview,HTML/CSS,File handling visual,File handling visual,Lesson content and applicable syllabus row,NeedsFactReview,c11be2f6c2ae2cee62c5461f4e5a2d0949d833c9028ea45c78e119dec2d944de
137,overview-div-1,overview,HTML/CSS,Test data visual,Test data visual,Lesson content and applicable syllabus row,NeedsFactReview,bb0f5f708b38d2d27b33173263cb8be7ae63a66103e4ae2535f3fff2ff23a816
138,overview-div-1,overview,HTML/CSS,Debugging visual,Debugging visual,Lesson content and applicable syllabus row,NeedsFactReview,8018df5f001f3310d79fe839c7526d62fa77614c885df7a0bd9513e7d0cb8f7c
139,overview-div-1,overview,HTML/CSS,Robust design visual,Robust design visual,Lesson content and applicable syllabus row,NeedsFactReview,9fff38e57ba77ade30dfe52d926b67bcc95f55f317cd46491ccc65570fb9a66f
140,overview-div-1,overview,HTML/CSS,Java to pseudocode visual,Java to pseudocode visual,Lesson content and applicable syllabus row,NeedsFactReview,7fbad5d5bbfbd56943846392d446e08c4fc5c09dc037c818053635a589c5c1bd
141,overview-div-1,overview,HTML/CSS,Program fragment visual,Program fragment visual,Lesson content and applicable syllabus row,NeedsFactReview,0c9f216beea6fabc557bedb9d457f01c4fe47039a540fd4d2a710b02c844d937
142,explanation-purpose-div-1,explanation-purpose,HTML/CSS,Why a lifecycle reduces uncertainty,Define exact facts for manual review of Why a lifecycle reduces uncertainty.,Lesson content and applicable syllabus row,NeedsFactReview,58cfe18c3e9a5301aaf18ad7d225f7f5ba38bcea2a77ec6a2afb947866750d69
142,explanation-purpose-img-2,explanation-purpose,Raster image,"Three architectural workflows showing sequential approval, repeated review cycles and incremental construction.","Three architectural workflows showing sequential approval, repeated review cycles and incremental construction.",Lesson content and applicable syllabus row,NeedsFactReview,498ed5ea2049a19c5954c44d7d7b08d0882a5ab099c6e98efb95047e778d4274
142,iterative-div-1,iterative,HTML/CSS,Iterative cycle,Iterative cycle,Lesson content and applicable syllabus row,NeedsFactReview,dd0641efbabfb39df9194fa2887bfed37dad743cddfe7fd11e5e7a8011fdb433
142,overview-div-1,overview,HTML/CSS,Lifecycle visual,Lifecycle visual,Lesson content and applicable syllabus row,NeedsFactReview,02c614e19264cf887b70dd89147470d69807796a9f729d45025158c03d78fd74
143,overview-div-1,overview,HTML/CSS,Requirement analysis visual,Requirement analysis visual,Lesson content and applicable syllabus row,NeedsFactReview,1e2f246b76e749c877b568bf862d5004f17533de210e451dc4dc42067246b194
144,overview-div-1,overview,HTML/CSS,Design documentation visual,Design documentation visual,Lesson content and applicable syllabus row,NeedsFactReview,2d7a90bd5b20d0b6eac60c984e2d5657a37c90070ac29fbc90c0f5a635697f2f
145,overview-div-1,overview,HTML/CSS,Lifecycle visual,Lifecycle visual,Lesson content and applicable syllabus row,NeedsFactReview,02c614e19264cf887b70dd89147470d69807796a9f729d45025158c03d78fd74
146,overview-div-1,overview,HTML/CSS,Section 12 review visual,Section 12 review visual,Lesson content and applicable syllabus row,NeedsFactReview,817306538fd1c1b6b6c446529a29e6446853e32344c5a2babe30068858e90272
147,overview-div-1,overview,HTML/CSS,Paper 2 review visual,Paper 2 review visual,Lesson content and applicable syllabus row,NeedsFactReview,1788c0f673096d0b8774bf5397322037b27ea03c7ae2b53de984ac5e4488773b
148,overview-div-1,overview,HTML/CSS,Programming constructs review visual,Programming constructs review visual,Lesson content and applicable syllabus row,NeedsFactReview,a66aef5f0019f31905f5ab0b80bf419cbf917577006e8f4e7f2e433bf62bfcd5
149,overview-div-1,overview,HTML/CSS,Timed practice visual,Timed practice visual,Lesson content and applicable syllabus row,NeedsFactReview,866f01e391accbf61968179853228e480c66cb05e3d84f0d5344dd8abc6f1615
150,overview-div-1,overview,HTML/CSS,Correction clinic visual,Correction clinic visual,Lesson content and applicable syllabus row,NeedsFactReview,d1617ef737f73bad1a714b0080642060d434b9818b022c6a1802205cb3643899
