page,semantics,keyboard,contrast,language,status,content_hash,reviewer,review_round,evidence
lesson-109,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,9a6f144ee5a3a5456e8c8cd6b82570cc3d8efb2018afbe786c0f5dbe680c629b,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-110,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,27cec66c1103535789e634fbe873a575b67c85502e18a6157897d49e90d4e36e,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-111,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,75670bc8e3b515a49c0c7eb03325d40f7273db8b4661a284030ed9c1372321a1,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-112,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,6536b59ac7834a4b096998bd2a0d1c090c178fe27d643025f2f6b404bdb35bd7,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-113,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,c07b27842d1a9d645c7a8c1554055e8d92470f1639a327c5d8107e3da9496640,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-114,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,a150f157acc31bd32fb6ee7ee9f82bc3b8411d9bc1a35d1435c7e215fbb003e0,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-115,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,e2db22519f1aa1e35cacf4d12def8e5423c96941755813bbc21e3f53f49247ce,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-116,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,8d147887802dfbb93dcd0ea1a997fdd7c37c0a04861735e8336189b5ade39084,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-117,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,f1ae2e99891b14df6425260e34d52596eac958b14d93cf0a934f86014c576caf,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-118,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,c16d0dd613b234936498bb8d563a4bb37701391745b30da574241aabfd9f3fb2,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-119,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,0967c03543edc6785b2ccf85a469204a4995e0ab757e95a0efa398f8977f9b11,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-120,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,2bf6a31d767d164404367521dead8f30fe3579e5ac98fd1bbc980d2c190cfd95,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-121,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,176bf0b16cb34348d2a3ff6d4ff9bc420f99fe18a07fbe963a299896953b5688,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-122,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,41be00a8855cdcc1810831ea1065b1fbcb22386e9e60fee7a0f280ebf78c3474,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-123,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,e9fa80d971280575f8ebf151b88c3292c7feb6d65a2c5ea2b475e5c9a00f23d6,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-124,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,05f08fda156e87a4f39f6dcd2b9d3eb661b111a78dd39438fa6e47cb4b142b61,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-125,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,10ada974f70704932da447a0f44d67e8e38492ce35b0ecdb206db135ac54c5ca,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-126,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,48753d9cf17eb7d0bf9680ec3e94279891d0f3a3d5044702c981db5f19055c7e,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-127,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,3aeafe1f0c18ab1239c4d87d95449e64b106d45121d082e51234c8ec6eb182f7,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-128,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,9f9f84df6ac07f8fa03757fefc974c94177c05e5fccad687b392004467f5b59a,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-129,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,72cbbad8a7c42e04f84646ad12d1890f9958476606797b4b35aaf6894a163dc2,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-130,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,52bde9edaf6d1681c72af831db40e9c46cb2f99ba4fdf1ac25c93f44e113afce,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-131,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,f5b4f8f225e15fe4ff1fdff48a0d589e62f008098a2eceb07f8f53f7f70668a8,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-132,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,6836324461dbe9f6ba5e9be4d578523b65c0b0eeb99ea018aa9dca41806a585d,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-133,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,eb1fa0ea6bf25dc6646f5533570376ac3951f5ae666defd832269689eb1fe239,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-134,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,db545a1243538c4d312a8c66d7f1fcc2ae6ce7ea96e86470bddaa8238df1cd0f,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-135,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,43f25596fcd06537e498a03f8d13df676a9c13ae1e17257b3d331679d7d46338,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-136,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,df3525c5660cb14adee1aa97365c6c01d3a130b27da20c91fa8c30ddd4d3e820,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-137,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,c912be751bf603f4272f85effb8bb0a5f268510f9c82f5604ba447c727cfcdbc,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-138,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,312d619913cf08a5a4702b3ba34f7263ed8f4da3daf2c9c62513f2631617b774,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-139,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,5fd7d4c0c27c79768a19356bd20f6da9e532c4d7708877b55c1760d6e1246e5f,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-140,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,7d9123c2f17330483c238ce63263dc0b8281fd9c05f5a18efd3353b023bec39f,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-141,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,79a3f50b6f7aa4ef18f6d03c5b4e6e13918729b275e33a1c3daee64b2814bffd,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-142,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,0f25906885ccbf0f69b3e1c02613332122bdae438d5d86d72a9089551214b3dc,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-143,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,208e134d911afb5a08bdd8bf1de87bcbd4b83ba5e9fcf4f4e16e7ce3d914955e,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-144,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,cf85e17561d47c2007e5186edec5ed9e87a8b28c242f37b807355795cdfca1e4,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-145,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,0758bf997b9a7d66d63d69aadfc02c025877bffeccdbf4553e844eac7dce3ce1,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-146,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,b03613002dfdd1ee31833ffb541c9a82182170807d31601fc8db30f4c1dab814,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-147,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,93eee261f5c1839f88295900bf2ac9a983af91068acaa48db966a5849c6ad398,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-148,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,2d5dfbe344fedd73d2ac7b36b3b4a4d8c79de2cc78eec0f679a14d6658073b93,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-149,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,6d4859674fccd4e934788f6813e8751beff513b467cffc36fb065eccb735231f,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
lesson-150,Pass,Pass,Pass,Pass,ReviewedCurrentBrowser,7105986dca43e69fc66aa132ef6bb69844e6d184bb2d7a515dada209978b0e95,Codex independent final gate,remediation-v2-stage7-r1,audits/remediation-v2-stage7-browser-evidence.json
