lesson,visual_id,method,asset_display,semantic_pass_1,semantic_pass_2,semantic_status,content_hash,release_status
020,address-journey-ol-2,HTML/CSS,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,cac54d708d99534a4de51767abb0840d96595af3a7a5a43bf1c919a3a1ebf838,Approved
020,address-journey-svg-1,Inline SVG,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,57506232bf8cbbdfc54ffb295143c0093146d2bd93535183df92e6280ede67f7,Approved
020,explanation-address-journey-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,08b83bfc420b63108834863b0179b75f173426fef464e8924ad8dfa74511f029,Approved
020,explanation-addresses-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,ddc2e976205fd1cee872cddc08b9abfe091825e3adcee43e46da8814682f5fec,Approved
020,explanation-checkpoint-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,d00c53ce8ca8c28700f286034d45ee2621a73d4040528aaeb9959e7108d649e2,Approved
020,explanation-dns-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,bfbbc1fb8f50e8dfa3c3ce559389ef74d2f32ec573ca59fcfe784a4d5e4eb648,Approved
020,explanation-urls-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,08ff031afb5940dbc28afcd837352fa6040651af4fbebe1e178ba914e224524a,Approved
021,explanation-email-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,5c71aec35f414b941a97635c0146585d1913aecdc809141dd6ac420952c575d7,Approved
021,explanation-file-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,8410dd2a173ccf1b15b0cc85b0cfe74a5b7a7ab8f0f36230d735159921af50fd,Approved
021,explanation-web-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,94223ea99f02bf4a573fd613e4e3d7e5f47da88108e4f8872a7635fe004d23b3,Approved
022,explanation-compare-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,fed0e330c783dd37eace258b5b08c4efaac6b26f09dcb1e665dfe438213d294c,Approved
022,explanation-wired-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,5b110f837d994d7fe1b0d307486d4c2df1d1a562794b6dac4b75f6d372c76cec,Approved
022,explanation-wireless-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,2f5a9a9b6622980b39fcb380a576e720b5864d9733a24487360793c556ae2e93,Approved
023,explanation-compare-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,0f272f41fbfe6230d189a84f8bd7b7e441dba9ae014bb02f815c531eca9ba305,Approved
023,explanation-gateway-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,dab3a432e3efca61b03e63641c6c07ea95bcab35cefc7be33835dd6e2083c5b6,Approved
023,explanation-lan-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,52b6d7bf5ddbfe441145cf237b8aa522b79271e5c4f8bac096c90f8772763105,Approved
023,explanation-routing-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,dcb94770ef12063303cc404fff0d4518f3ed68544ccab7598823e2aec89aaf05,Approved
023,explanation-wireless-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,7672d67877490956efec667028cdf968803632f3e445dcbf514b29e47a3eb953,Approved
023,lan-article-1,HTML/CSS,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,aecb8860bb36d4a7320f5e02e159f59303208dd92ac80481bdc2cbc1f9c947d4,Approved
023,routing-article-1,HTML/CSS,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,aecb8860bb36d4a7320f5e02e159f59303208dd92ac80481bdc2cbc1f9c947d4,Approved
024,explanation-cloud-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,07990c7f63850557a359af7ff8436aeae5122e8fe0ca44446b1f002fbd21cf95,Approved
024,explanation-compare-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,89d4a3edcfacf2a0282f7f3969b5c4b7650011011ffe8d01799d9abb1f5bf970,Approved
024,explanation-networks-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,f662f724036ef3ac40f59b6aae281fe09950ec74c758a8cc49969cee17131943,Approved
025,explanation-calculation-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,97ac94654983fa4897364bf83e0b076dc430b8b9dd968e865b666e45abe3f9c5,Approved
025,explanation-concepts-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,34d26ad47dbc6c80fa69506a2b4bf64cffc14cc0a661c0e44f7613ae662817a3,Approved
025,explanation-factors-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,34297c9b0791f292c571b3589a7df93b7b1a50459ae101a8bdce5f7f9899d81d,Approved
026,explanation-map-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,28d8c932e2669df67adda3e0e4f1804ecb3f7487e0c07aab6dbfe4e9526be6bc,Approved
026,explanation-precision-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,c435b5cefa955a882d3fff1c1d241c3ad8f182a009c7af55f88f9a5858ca0ac1,Approved
027,explanation-components-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,a53b7c0b663b5e397ae271a2f7dacc86f91cc7af4b1903faac93f586aeaabc7b,Approved
027,explanation-flow-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,288314bd3259d06d5489519809062ad44fa1f6a9d826db5e3511d0f786e0f61a,Approved
027,explanation-memory-storage-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,e55b363206a811d2b612f4dc82ad04d70c980d0a7c0a188ee3ccbeb6db93dee0,Approved
028,explanation-automatic-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,372fb39cf9a661caa6545d93e9828be1d0c7bc8cc8a0a0755e0a09fc0b2a5176,Approved
028,explanation-capture-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,b3e0cdea7b768efe33d0d224431068f1026bcb3659b79bb6959268d86374c754,Approved
028,explanation-devices-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,b1e9ac4d9687354c6d82f9f35c69218c6296dcadd0dec7ba4a783bc12009177f,Approved
029,explanation-devices-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,026040df25ae80113c1fa4b0bb29a8817a99622ebc79c85d7632644197302b8e,Approved
029,explanation-feedback-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,db228fb57735c7cd289a8b5bd4b23e194f3520cd7cd09d94ee4158c743c8e923,Approved
029,explanation-purpose-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,bd9e25b2657908ba58d99d6b701ee7a09bc5419ae53f51bb44b39c0504876c63,Approved
030,explanation-cache-vm-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,8341e3a85e0117f8fca5083b032aeeb7ec7f5c6352071163dc154518875c472c,Approved
030,explanation-primary-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,0e35c1ec654f800d6705e6e20219a5afa4a9b6f4de349a367ea23b57d8351893,Approved
030,explanation-ram-rom-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,16977f996ef6d19f89209554d9fc96a18ca7c0bee4f18dc46e6b017964f391bd,Approved
031,explanation-compare-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,e005d0ad5e8fccd33dd2c7ad5fd056ad5edf54b62199e1ef13f6b89afb4281bf,Approved
031,explanation-media-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,57a15862b1456448c1220d47b0cb63ec3f6ccd220ddb026e2daa247fab929653,Approved
031,explanation-purpose-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,b9e2d5cdca4298da25a362792ff6cff61b1e13c0223502ccc96f42d5c6b1f996,Approved
031,explanation-storage-visual-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,83f745102c79e08ae109a27399a4950bdf9d483958d3995e71d2924b4fe42004,Approved
031,storage-visual-details-2,HTML/CSS,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,7b98969bb0ebc2044d71f17686f6890a8abb96d658fa89ac3686f6a5380154f1,Approved
031,storage-visual-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,e0d8fdfdc02f03cc5f353a4de005f1b2fb8255c86e5400851d35b792c95a52f1,Approved
032,explanation-answer-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,b5ea043b3c781eada410b6e091cfb251637c4c0d6c7ebe900654ea187be5c90c,Approved
032,explanation-criteria-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,34dfff0e2c9be0cdfba1f18c117959359939502dc09296185c1718bf3464e802,Approved
032,explanation-tradeoffs-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,2c880d8a1166bbc769166f9338d4055ac9f3053ce9ecccfc72d7719ae9c909b0,Approved
033,explanation-embedded-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,2c831936ba8af6b8dc3e7ab921f853c826079e1e932fd4f2c4bb22e0f1e66d3c,Approved
033,explanation-microcontroller-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,a8f27e9a9c66c6a417b9f9f3ea169f12ae45e21c856c0f24348555f1499b1ade,Approved
034,control-details-3,HTML/CSS,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,7b98969bb0ebc2044d71f17686f6890a8abb96d658fa89ac3686f6a5380154f1,Approved
034,control-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,afc3f919b0c2fb0731491946becfeb6919fd6273c8bd624843da8720290022ff,Approved
034,control-svg-2,Inline SVG,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,9fd73986291eee173ecd8d48e21bfcd9ca32845ef594bd331359b77b62c4f166,Approved
034,explanation-actuators-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,545ddff87bb6d18b592d6f570fd9873c66710e920c051070a45a6b7028e6f19b,Approved
034,explanation-control-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,c151b6a59528d9b1fa4f7b9f76da12b1b58e49815e332ccec9fc4bf01b14cc88,Approved
034,explanation-sensors-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,3bbb1d308ff19602aab1440fe33fc61449c7f7cbbce2e70e9dcba14b2ac9f1d1,Approved
035,explanation-gate-visual-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,a873421c0b9cd14dd4c0792d44016817548959b045040bb31b61f1964c13836b,Approved
035,explanation-gates-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,c6d3bbdc916a028e5e42f9c540f85b1af9189adee0657366632bf21cdce6f49e,Approved
035,explanation-signals-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,1650f5911d8a9bf7409fb2c6a218f1d2b6bcf9ce172c7a798235609542df6591,Approved
035,explanation-symbols-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,50d98a465a86cddf3b5b449f437e9a4266210141130f9ab31263a93503245358,Approved
035,gate-visual-details-3,HTML/CSS,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,7b98969bb0ebc2044d71f17686f6890a8abb96d658fa89ac3686f6a5380154f1,Approved
035,gate-visual-ol-2,HTML/CSS,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,cac54d708d99534a4de51767abb0840d96595af3a7a5a43bf1c919a3a1ebf838,Approved
035,gate-visual-svg-1,Inline SVG,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,d970c9ba554d4510d13ed699fd3b54aafe7bbbd98683b96ceceb99c37a4947b3,Approved
035,gates-div-1,HTML/CSS,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,96d19c310b967a47266fe5f45f487bdfb3de9faa5876b23ad05662f6c79ab6e9,Approved
035,overview-div-1,HTML/CSS,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,91699ce4a173bc858b0c218e232fb8f283cbc4e41158801ff60059a5e924be01,Approved
036,explanation-expressions-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,11831c73bc734afd5bce0b434da9a97594bb23e4409c8f78840676d90b54ab8b,Approved
036,explanation-precedence-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,adee2ea7465a2cff9e2a912df21a3b7e8fd90170a6edad6cb8d8bfa2a0982493,Approved
036,explanation-table-method-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,c37ce9bf532bb167d9e4c692ae941ff3a203577254ed94aba9da8278b16a69bd,Approved
036,overview-div-1,HTML/CSS,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,087de6ee94ce6687d879e7575f9a6f4f2c4c1c2eab7545dbbbfa8ecb2b0a0423,Approved
037,explanation-design-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,87eed474134b659fc5b436aeff4d8a8ed0965905dea063d2fd482ee22873049c,Approved
037,explanation-diagram-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,e51f14d91b74e498b387c491558a6dc8db4fd2b0aacbb13af94cd9d2a34c8a13,Approved
037,explanation-parse-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,e811a45e824d7a7049e7e1e8f227a83142fb40763245e33bcfb1b67ef7ffbf72,Approved
037,overview-div-1,HTML/CSS,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,e1657309449b2bc2a344e38ae9001b55b779473ad38902cdac69148da51249ce,Approved
038,explanation-categories-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,923b3fc89816f5f903e60756e852748e4d363ee5f19ff88b7ef95703948ddecb,Approved
038,explanation-criteria-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,89f7f174b2c38ca98b7ad26e640244781d0d5c83f68db4a082dde69e6e55e628,Approved
038,explanation-users-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,7f2abc4addf7af58fe7345590bae7e51a0e851eb8e09bae6cc7f3d3c0f97cf98,Approved
039,explanation-environment-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,d8b06838e794ac5b79c8f6bb853bc9b2c3775424b9baf47493217399c3408c36,Approved
039,explanation-mitigation-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,c2272695c47f1061287e846879183764f8ac96775576b94f2ebb12813434ee68,Approved
039,explanation-reliability-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,2d3ee9caecf2e1b83bda9f4d54a2a7a7d204c44eaea23f2fcd04ae75fec83360,Approved
040,explanation-checkpoint-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,e2b3acff6e9721e9d0369e5ad49f5e6104e92d3c207daeb1e2d8d51b80697ab8,Approved
040,explanation-map-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,f40ca62a63bd8d451b36c9903423adc5dcd849daa7fe68c02d5bf2656f3b3288,Approved
040,explanation-skills-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,4288305373224c0e2086f2f91ecf33f07f650a23b09d861b2203e5861a01b285,Approved
041,architecture-div-1,HTML/CSS,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,18c5b257583aca47247fe67988a66d089ebf58f9bdfcbfa27b6d8a7ef3df534a,Approved
041,cpu-map-details-3,HTML/CSS,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,7b98969bb0ebc2044d71f17686f6890a8abb96d658fa89ac3686f6a5380154f1,Approved
041,cpu-map-ol-2,HTML/CSS,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,cac54d708d99534a4de51767abb0840d96595af3a7a5a43bf1c919a3a1ebf838,Approved
041,cpu-map-svg-1,Inline SVG,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,21abb0ef7af9a2d080d837f11eb94a095596edeefa1627a7e20ceef3ad3cd9e9,Approved
041,explanation-alu-cu-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,c2ecc16f8c19a85e667e42376823c99024778b2554d45e797e53ffd32e5130b6,Approved
041,explanation-architecture-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,6e69e42ab25fc06dba4199adfab4a00a3795287448165dc40af7901ba8743078,Approved
041,explanation-cpu-map-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,492e244debb79e153849d90b568667a082a13188fafdb60f0873e5f1b4485458,Approved
041,explanation-registers-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,c95d9739225adaac2f44fef151b0b8034eb62c86ddf5d1b4e840f21bb7325ef8,Approved
042,cycle-div-1,HTML/CSS,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,f365454f3ec60e43c574518b8f492cce30e50a877a018c8d844f66914932244c,Approved
042,cycle-visual-details-3,HTML/CSS,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,7b98969bb0ebc2044d71f17686f6890a8abb96d658fa89ac3686f6a5380154f1,Approved
042,cycle-visual-ol-2,HTML/CSS,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,cac54d708d99534a4de51767abb0840d96595af3a7a5a43bf1c919a3a1ebf838,Approved
042,cycle-visual-svg-1,Inline SVG,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,98fc51b0c19c8721fab854d1e07f1f277a7ceccab61e57747d49cc939e641fd5,Approved
042,explanation-cycle-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,e3c4c149bc8a27bed2db8dd30959e815f1b4d69aa2a7a37927050bc7a5c45588,Approved
042,explanation-cycle-visual-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,c69c73e1e4c1853f54d53daad29e130c931f1bcb4b0c6327dc98d698f62cb0fa,Approved
042,explanation-decode-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,e56cdbccd230a020b4a20ceb1ee6dadcd699c31d1012f498d832021350df602f,Approved
042,explanation-fetch-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,5361144b0ed2db18183cd6a6a32a0a14b5d5bf443f662475269f0a2e1944f4e7,Approved
042,explanation-registers-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,967d212141ccd2ef7f726a9d7589262412ec1ef479c19e732a00c14d88a60870,Approved
042,overview-div-1,HTML/CSS,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,59ef1f5bd9e4dba6eb540a0cedc4700aa825ac821ea15b540513fdef8aeb5606,Approved
043,explanation-acc-status-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,5008693f8b10689f13b7d222d653cdb8b89b6110c87800bf05af0075ec20e27a,Approved
043,explanation-main-registers-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,befca43aa8234dccd9940b2149c970ea96ce47fd2a486256ac29c574433457be,Approved
043,explanation-purpose-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,6ee707809bbbfed596cc10764abadb64051f1e36b22849c4f34790c26a6c8496,Approved
044,explanation-concept-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,d55c56182db17210682fb92ed858102997d196a993cdc96ee695fdf3569d20e5,Approved
044,explanation-read-write-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,1d092a4e46ed1c92fad2056b2136a6e64dd96af601492d031408f787873d898b,Approved
044,explanation-three-buses-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,e913567ac7270a5790e7738d33ffa8e4ac26c34d324c8247b867705ae7116995,Approved
044,explanation-width-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,5ca027622ccc50bc8337dec28f65581e3439435c57bf809ff4ec2ed0a30e0659,Approved
045,explanation-compatibility-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,ff63e1d870b858c05e14b57924edf01c0738c2f482f3aa4d8aba0ffe10a6a17e,Approved
045,explanation-instruction-set-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,57595841dff4e4815f8b0da80907ce72c873ee2222a59c674d09eb1582a135b3,Approved
045,explanation-machine-code-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,683fb07368a7d63d76500075c621f997ad7d20bb2d0e33eee3e69139d4484d21,Approved
045,explanation-opcode-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,3ee44abb06bbadaa866e25876b35ae4b5babea181117abf0ab41d20aa5a14cf5,Approved
046,explanation-assembler-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,cb31593b97cd59f92479a20820050241c275028c9f2fd6551f05b87555221cee,Approved
046,explanation-assembly-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,4e5628aef6b79f24f8b78897810d2020931c444d997628d7ec8ab46d75c51fca,Approved
046,explanation-mnemonics-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,0ffcc0060d4e953c7e79915bd90e733aa15cd3e22fd25dabbe574e4491f948b4,Approved
046,explanation-structure-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,00359d7948f2f85c77edbc44d5ca2caf9fd26447784a7e5acecd1d52c5f82efc,Approved
047,explanation-arrays-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,a09df5249c227f13ee895d2148df55dd61a78d286947cf9df40c5f7c886c3b1b,Approved
047,explanation-concept-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,7ef54286e286a5ff6a049e28797ca35ae6c0bc9eb6097d06f3f63a9510323e46,Approved
047,explanation-effective-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,c5d49602b6fbf2b7a817b7bc5f608ba940e6402d77f33a27929f98724aa42158,Approved
047,explanation-modes-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,6d92494a4da4bdb1b07111a50a49dbfa7c147f9d705fb3ba823e02207dc3c4c6,Approved
048,explanation-concept-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,9fb0e9ceb76127ec23e0b3ca65b5b71b43fe5bf6b4c25ebd72adc67b78f19807,Approved
048,explanation-cycle-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,9bfe70d0df18e95386600dc294b3f9ee3ee78aa4baac259ffce4e56113e37f09,Approved
048,explanation-polling-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,d5c6692937b474ad8261e2f090965698e15d49c372dc02723da2dc3149762bbd,Approved
048,explanation-priority-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,0debdec45e0dad24e035355a571ff6b3e3a084412ab5a501524c4f2c6b6e9653,Approved
048,explanation-sources-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,52cca306e80e026aa07cb1b1f78735d4f517476af70389327271e1856f8afdfc,Approved
049,explanation-cache-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,2afd90c305cdcf891a3ae5cf2465bbc3a3b83ce333adeca9dc5abc23d6d71753,Approved
049,explanation-clock-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,5a2a268ab8d18b9778764e332f01f64ed74e80c28352b526aa757239546fa97c,Approved
049,explanation-concept-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,1b930ed13f7a1df6193d743dbcd73cd08e8de3f21282d1a2c5d6a7631d097130,Approved
049,explanation-cores-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,46008bfcbf45a143dc4618ef7a67c81161df8392b3157abf003c71d088395730,Approved
049,explanation-limits-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,647b851256714307f9e5c2409851a5fe0c7710671ad76fb33f751c536289c27a,Approved
049,explanation-word-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,ab0dde2a8f662c6bfc9a9357b50f35718abda6ceab6789242d146f6e00e45385,Approved
050,explanation-compare-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,9882c35d91ba376a90d12a46872ff3662fbd90278701d443cb45294deb4ec39e,Approved
050,explanation-concept-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,8d83aa809e7dd8d03a27e96d2cd0d5b56fed6f166abedafa754579c8fd6ad409,Approved
050,explanation-device-bits-img-1,Raster image,Pass,NotApplicable,NotApplicable,ApprovedNonRasterOrLegacyAsset,fd73ed3de1ff775eb9bce39f97f106ca904f2c5ac605a5e31b272ddb71ba44fc,Approved
