id,Draft,Checked,Revised,Approved,review_route
L096-Q3,Complete,Complete,Complete,Complete,Specialist: Databases
L096-Q4,Complete,Complete,Complete,Complete,Specialist: Databases
L096-Q5,Complete,Complete,Complete,Complete,Specialist: Databases
L097-Q1,Complete,Complete,Complete,Complete,Specialist: Databases
L097-Q2,Complete,Complete,Complete,Complete,Specialist: Databases
L097-Q3,Complete,Complete,Complete,Complete,Specialist: Databases
L097-Q4,Complete,Complete,Complete,Complete,Specialist: Databases
L097-Q5,Complete,Complete,Complete,Complete,Specialist: Databases
L098-Q1,Complete,Complete,Complete,Complete,Specialist: Databases
L098-Q2,Complete,Complete,Complete,Complete,Specialist: Databases
L098-Q3,Complete,Complete,Complete,Complete,Specialist: Databases
L098-Q4,Complete,Complete,Complete,Complete,Specialist: Databases
L098-Q5,Complete,Complete,Complete,Complete,Specialist: Databases
L099-Q1,Complete,Complete,Complete,Complete,Standard
L099-Q2,Complete,Complete,Complete,Complete,Standard
L099-Q3,Complete,Complete,Complete,Complete,Standard
L099-Q4,Complete,Complete,Complete,Complete,Standard
L099-Q5,Complete,Complete,Complete,Complete,Standard
L100-Q1,Complete,Complete,Complete,Complete,Standard
L100-Q2,Complete,Complete,Complete,Complete,Standard
L100-Q3,Complete,Complete,Complete,Complete,Standard
L100-Q4,Complete,Complete,Complete,Complete,Standard
L100-Q5,Complete,Complete,Complete,Complete,Standard
L101-Q1,Complete,Complete,Complete,Complete,Standard
L101-Q2,Complete,Complete,Complete,Complete,Standard
L101-Q3,Complete,Complete,Complete,Complete,Standard
L101-Q4,Complete,Complete,Complete,Complete,Standard
L101-Q5,Complete,Complete,Complete,Complete,Standard
L102-Q1,Complete,Complete,Complete,Complete,Standard
L102-Q2,Complete,Complete,Complete,Complete,Standard
L102-Q3,Complete,Complete,Complete,Complete,Standard
L102-Q4,Complete,Complete,Complete,Complete,Standard
L102-Q5,Complete,Complete,Complete,Complete,Standard
L103-Q1,Complete,Complete,Complete,Complete,Standard
L103-Q2,Complete,Complete,Complete,Complete,Standard
L103-Q3,Complete,Complete,Complete,Complete,Standard
L103-Q4,Complete,Complete,Complete,Complete,Standard
L103-Q5,Complete,Complete,Complete,Complete,Standard
L104-Q1,Complete,Complete,Complete,Complete,Standard
L104-Q2,Complete,Complete,Complete,Complete,Standard
L104-Q3,Complete,Complete,Complete,Complete,Standard
L104-Q4,Complete,Complete,Complete,Complete,Standard
L104-Q5,Complete,Complete,Complete,Complete,Standard
L105-Q1,Complete,Complete,Complete,Complete,Standard
L105-Q2,Complete,Complete,Complete,Complete,Standard
L105-Q3,Complete,Complete,Complete,Complete,Standard
L105-Q4,Complete,Complete,Complete,Complete,Standard
L105-Q5,Complete,Complete,Complete,Complete,Standard
L106-Q1,Complete,Complete,Complete,Complete,Standard
L106-Q2,Complete,Complete,Complete,Complete,Standard
L106-Q3,Complete,Complete,Complete,Complete,Standard
L106-Q4,Complete,Complete,Complete,Complete,Standard
L106-Q5,Complete,Complete,Complete,Complete,Standard
L107-Q1,Complete,Complete,Complete,Complete,Standard
L107-Q2,Complete,Complete,Complete,Complete,Standard
L107-Q3,Complete,Complete,Complete,Complete,Standard
L107-Q4,Complete,Complete,Complete,Complete,Standard
L107-Q5,Complete,Complete,Complete,Complete,Standard
L108-Q1,Complete,Complete,Complete,Complete,Standard
L108-Q2,Complete,Complete,Complete,Complete,Standard
L108-Q3,Complete,Complete,Complete,Complete,Standard
L108-Q4,Complete,Complete,Complete,Complete,Standard
L108-Q5,Complete,Complete,Complete,Complete,Standard
L109-Q1,Complete,Complete,Complete,Complete,Standard
L109-Q2,Complete,Complete,Complete,Complete,Standard
L109-Q3,Complete,Complete,Complete,Complete,Standard
L109-Q4,Complete,Complete,Complete,Complete,Standard
L109-Q5,Complete,Complete,Complete,Complete,Standard
L110-Q1,Complete,Complete,Complete,Complete,Standard
L110-Q2,Complete,Complete,Complete,Complete,Standard
L110-Q3,Complete,Complete,Complete,Complete,Standard
L110-Q4,Complete,Complete,Complete,Complete,Standard
L110-Q5,Complete,Complete,Complete,Complete,Standard
L111-Q1,Complete,Complete,Complete,Complete,Standard
L111-Q2,Complete,Complete,Complete,Complete,Standard
L111-Q3,Complete,Complete,Complete,Complete,Standard
L111-Q4,Complete,Complete,Complete,Complete,Standard
L111-Q5,Complete,Complete,Complete,Complete,Standard
L112-Q1,Complete,Complete,Complete,Complete,Standard
L112-Q2,Complete,Complete,Complete,Complete,Standard
L112-Q3,Complete,Complete,Complete,Complete,Standard
L112-Q4,Complete,Complete,Complete,Complete,Standard
L112-Q5,Complete,Complete,Complete,Complete,Standard
L113-Q1,Complete,Complete,Complete,Complete,Standard
L113-Q2,Complete,Complete,Complete,Complete,Standard
L113-Q3,Complete,Complete,Complete,Complete,Standard
L113-Q4,Complete,Complete,Complete,Complete,Standard
L113-Q5,Complete,Complete,Complete,Complete,Standard
L114-Q1,Complete,Complete,Complete,Complete,Standard
L114-Q2,Complete,Complete,Complete,Complete,Standard
L114-Q3,Complete,Complete,Complete,Complete,Standard
L114-Q4,Complete,Complete,Complete,Complete,Standard
L114-Q5,Complete,Complete,Complete,Complete,Standard
L115-Q1,Complete,Complete,Complete,Complete,Standard
L115-Q2,Complete,Complete,Complete,Complete,Standard
L115-Q3,Complete,Complete,Complete,Complete,Standard
L115-Q4,Complete,Complete,Complete,Complete,Standard
L115-Q5,Complete,Complete,Complete,Complete,Standard
L116-Q1,Complete,Complete,Complete,Complete,Standard
L116-Q2,Complete,Complete,Complete,Complete,Standard
L116-Q3,Complete,Complete,Complete,Complete,Standard
L116-Q4,Complete,Complete,Complete,Complete,Standard
L116-Q5,Complete,Complete,Complete,Complete,Standard
L117-Q1,Complete,Complete,Complete,Complete,Standard
L117-Q2,Complete,Complete,Complete,Complete,Standard
L117-Q3,Complete,Complete,Complete,Complete,Standard
L117-Q4,Complete,Complete,Complete,Complete,Standard
L117-Q5,Complete,Complete,Complete,Complete,Standard
L118-Q1,Complete,Complete,Complete,Complete,Standard
L118-Q2,Complete,Complete,Complete,Complete,Standard
L118-Q3,Complete,Complete,Complete,Complete,Standard
L118-Q4,Complete,Complete,Complete,Complete,Standard
L118-Q5,Complete,Complete,Complete,Complete,Standard
L119-Q1,Complete,Complete,Complete,Complete,Standard
L119-Q2,Complete,Complete,Complete,Complete,Standard
L119-Q3,Complete,Complete,Complete,Complete,Standard
L119-Q4,Complete,Complete,Complete,Complete,Standard
L119-Q5,Complete,Complete,Complete,Complete,Standard
L120-Q1,Complete,Complete,Complete,Complete,Standard
L120-Q2,Complete,Complete,Complete,Complete,Standard
L120-Q3,Complete,Complete,Complete,Complete,Standard
L120-Q4,Complete,Complete,Complete,Complete,Standard
L120-Q5,Complete,Complete,Complete,Complete,Standard
L121-Q1,Complete,Complete,Complete,Complete,Standard
L121-Q2,Complete,Complete,Complete,Complete,Standard
L121-Q3,Complete,Complete,Complete,Complete,Standard
L121-Q4,Complete,Complete,Complete,Complete,Standard
L121-Q5,Complete,Complete,Complete,Complete,Standard
L122-Q1,Complete,Complete,Complete,Complete,Standard
L122-Q2,Complete,Complete,Complete,Complete,Standard
L122-Q3,Complete,Complete,Complete,Complete,Standard
L122-Q4,Complete,Complete,Complete,Complete,Standard
L122-Q5,Complete,Complete,Complete,Complete,Standard
L123-Q1,Complete,Complete,Complete,Complete,Standard
L123-Q2,Complete,Complete,Complete,Complete,Standard
L123-Q3,Complete,Complete,Complete,Complete,Standard
L123-Q4,Complete,Complete,Complete,Complete,Standard
L123-Q5,Complete,Complete,Complete,Complete,Standard
L124-Q1,Complete,Complete,Complete,Complete,Standard
L124-Q2,Complete,Complete,Complete,Complete,Standard
L124-Q3,Complete,Complete,Complete,Complete,Standard
L124-Q4,Complete,Complete,Complete,Complete,Standard
L124-Q5,Complete,Complete,Complete,Complete,Standard
L125-Q1,Complete,Complete,Complete,Complete,Standard
L125-Q2,Complete,Complete,Complete,Complete,Standard
L125-Q3,Complete,Complete,Complete,Complete,Standard
L125-Q4,Complete,Complete,Complete,Complete,Standard
L125-Q5,Complete,Complete,Complete,Complete,Standard
L126-Q1,Complete,Complete,Complete,Complete,Standard
L126-Q2,Complete,Complete,Complete,Complete,Standard
L126-Q3,Complete,Complete,Complete,Complete,Standard
L126-Q4,Complete,Complete,Complete,Complete,Standard
L126-Q5,Complete,Complete,Complete,Complete,Standard
L127-Q1,Complete,Complete,Complete,Complete,Standard
L127-Q2,Complete,Complete,Complete,Complete,Standard
L127-Q3,Complete,Complete,Complete,Complete,Standard
L127-Q4,Complete,Complete,Complete,Complete,Standard
L127-Q5,Complete,Complete,Complete,Complete,Standard
L128-Q1,Complete,Complete,Complete,Complete,Standard
L128-Q2,Complete,Complete,Complete,Complete,Standard
L128-Q3,Complete,Complete,Complete,Complete,Standard
L128-Q4,Complete,Complete,Complete,Complete,Standard
L128-Q5,Complete,Complete,Complete,Complete,Standard
L129-Q1,Complete,Complete,Complete,Complete,Standard
L129-Q2,Complete,Complete,Complete,Complete,Standard
L129-Q3,Complete,Complete,Complete,Complete,Standard
L129-Q4,Complete,Complete,Complete,Complete,Standard
L129-Q5,Complete,Complete,Complete,Complete,Standard
L130-Q1,Complete,Complete,Complete,Complete,Standard
L130-Q2,Complete,Complete,Complete,Complete,Standard
L130-Q3,Complete,Complete,Complete,Complete,Standard
L130-Q4,Complete,Complete,Complete,Complete,Standard
L130-Q5,Complete,Complete,Complete,Complete,Standard
L131-Q1,Complete,Complete,Complete,Complete,Standard
L131-Q2,Complete,Complete,Complete,Complete,Standard
L131-Q3,Complete,Complete,Complete,Complete,Standard
L131-Q4,Complete,Complete,Complete,Complete,Standard
L131-Q5,Complete,Complete,Complete,Complete,Standard
L132-Q1,Complete,Complete,Complete,Complete,Standard
L132-Q2,Complete,Complete,Complete,Complete,Standard
L132-Q3,Complete,Complete,Complete,Complete,Standard
L132-Q4,Complete,Complete,Complete,Complete,Standard
L132-Q5,Complete,Complete,Complete,Complete,Standard
L133-Q1,Complete,Complete,Complete,Complete,Standard
L133-Q2,Complete,Complete,Complete,Complete,Standard
L133-Q3,Complete,Complete,Complete,Complete,Standard
L133-Q4,Complete,Complete,Complete,Complete,Standard
L133-Q5,Complete,Complete,Complete,Complete,Standard
L134-Q1,Complete,Complete,Complete,Complete,Standard
L134-Q2,Complete,Complete,Complete,Complete,Standard
L134-Q3,Complete,Complete,Complete,Complete,Standard
L134-Q4,Complete,Complete,Complete,Complete,Standard
L134-Q5,Complete,Complete,Complete,Complete,Standard
L135-Q1,Complete,Complete,Complete,Complete,Standard
L135-Q2,Complete,Complete,Complete,Complete,Standard
L135-Q3,Complete,Complete,Complete,Complete,Standard
L135-Q4,Complete,Complete,Complete,Complete,Standard
L135-Q5,Complete,Complete,Complete,Complete,Standard
L136-Q1,Complete,Complete,Complete,Complete,Standard
L136-Q2,Complete,Complete,Complete,Complete,Standard
L136-Q3,Complete,Complete,Complete,Complete,Standard
L136-Q4,Complete,Complete,Complete,Complete,Standard
L136-Q5,Complete,Complete,Complete,Complete,Standard
L137-Q1,Complete,Complete,Complete,Complete,Standard
L137-Q2,Complete,Complete,Complete,Complete,Standard
L137-Q3,Complete,Complete,Complete,Complete,Standard
L137-Q4,Complete,Complete,Complete,Complete,Standard
L137-Q5,Complete,Complete,Complete,Complete,Standard
L138-Q1,Complete,Complete,Complete,Complete,Standard
L138-Q2,Complete,Complete,Complete,Complete,Standard
L138-Q3,Complete,Complete,Complete,Complete,Standard
L138-Q4,Complete,Complete,Complete,Complete,Standard
L138-Q5,Complete,Complete,Complete,Complete,Standard
L139-Q1,Complete,Complete,Complete,Complete,Standard
L139-Q2,Complete,Complete,Complete,Complete,Standard
L139-Q3,Complete,Complete,Complete,Complete,Standard
L139-Q4,Complete,Complete,Complete,Complete,Standard
L139-Q5,Complete,Complete,Complete,Complete,Standard
L140-Q1,Complete,Complete,Complete,Complete,Standard
L140-Q2,Complete,Complete,Complete,Complete,Standard
L140-Q3,Complete,Complete,Complete,Complete,Standard
L140-Q4,Complete,Complete,Complete,Complete,Standard
L140-Q5,Complete,Complete,Complete,Complete,Standard
L141-Q1,Complete,Complete,Complete,Complete,Standard
L141-Q2,Complete,Complete,Complete,Complete,Standard
L141-Q3,Complete,Complete,Complete,Complete,Standard
L141-Q4,Complete,Complete,Complete,Complete,Standard
L141-Q5,Complete,Complete,Complete,Complete,Standard
L142-Q1,Complete,Complete,Complete,Complete,Standard
L142-Q2,Complete,Complete,Complete,Complete,Standard
L142-Q3,Complete,Complete,Complete,Complete,Standard
L142-Q4,Complete,Complete,Complete,Complete,Standard
L142-Q5,Complete,Complete,Complete,Complete,Standard
L143-Q1,Complete,Complete,Complete,Complete,Standard
L143-Q2,Complete,Complete,Complete,Complete,Standard
L143-Q3,Complete,Complete,Complete,Complete,Standard
L143-Q4,Complete,Complete,Complete,Complete,Standard
L143-Q5,Complete,Complete,Complete,Complete,Standard
L144-Q1,Complete,Complete,Complete,Complete,Standard
L144-Q2,Complete,Complete,Complete,Complete,Standard
L144-Q3,Complete,Complete,Complete,Complete,Standard
L144-Q4,Complete,Complete,Complete,Complete,Standard
L144-Q5,Complete,Complete,Complete,Complete,Standard
L145-Q1,Complete,Complete,Complete,Complete,Standard
L145-Q2,Complete,Complete,Complete,Complete,Standard
L145-Q3,Complete,Complete,Complete,Complete,Standard
L145-Q4,Complete,Complete,Complete,Complete,Standard
L145-Q5,Complete,Complete,Complete,Complete,Standard
L146-Q1,Complete,Complete,Complete,Complete,Standard
L146-Q2,Complete,Complete,Complete,Complete,Standard
L146-Q3,Complete,Complete,Complete,Complete,Standard
L146-Q4,Complete,Complete,Complete,Complete,Standard
L146-Q5,Complete,Complete,Complete,Complete,Standard
L147-Q1,Complete,Complete,Complete,Complete,Standard
L147-Q2,Complete,Complete,Complete,Complete,Standard
L147-Q3,Complete,Complete,Complete,Complete,Standard
L147-Q4,Complete,Complete,Complete,Complete,Standard
L147-Q5,Complete,Complete,Complete,Complete,Standard
L148-Q1,Complete,Complete,Complete,Complete,Standard
L148-Q2,Complete,Complete,Complete,Complete,Standard
L148-Q3,Complete,Complete,Complete,Complete,Standard
L148-Q4,Complete,Complete,Complete,Complete,Standard
L148-Q5,Complete,Complete,Complete,Complete,Standard
L149-Q1,Complete,Complete,Complete,Complete,Standard
L149-Q2,Complete,Complete,Complete,Complete,Standard
L149-Q3,Complete,Complete,Complete,Complete,Standard
L149-Q4,Complete,Complete,Complete,Complete,Standard
L149-Q5,Complete,Complete,Complete,Complete,Standard
L150-Q1,Complete,Complete,Complete,Complete,Standard
L150-Q2,Complete,Complete,Complete,Complete,Standard
L150-Q3,Complete,Complete,Complete,Complete,Standard
L150-Q4,Complete,Complete,Complete,Complete,Standard
L150-Q5,Complete,Complete,Complete,Complete,Standard
L151-Q1,Complete,Complete,Complete,Complete,Standard
L151-Q2,Complete,Complete,Complete,Complete,Standard
L151-Q3,Complete,Complete,Complete,Complete,Standard
L151-Q4,Complete,Complete,Complete,Complete,Standard
L151-Q5,Complete,Complete,Complete,Complete,Standard
AQ005-Q1,Complete,Complete,Complete,Complete,Standard
AQ005-Q2,Complete,Complete,Complete,Complete,Standard
AQ005-Q3,Complete,Complete,Complete,Complete,Standard
AQ005-Q4,Complete,Complete,Complete,Complete,Standard
AQ005-Q5,Complete,Complete,Complete,Complete,Standard
AQ011-Q1,Complete,Complete,Complete,Complete,Standard
AQ011-Q2,Complete,Complete,Complete,Complete,Standard
AQ011-Q3,Complete,Complete,Complete,Complete,Standard
AQ011-Q4,Complete,Complete,Complete,Complete,Standard
AQ011-Q5,Complete,Complete,Complete,Complete,Standard
AQ016-Q1,Complete,Complete,Complete,Complete,Standard
AQ016-Q2,Complete,Complete,Complete,Complete,Standard
AQ016-Q3,Complete,Complete,Complete,Complete,Standard
AQ016-Q4,Complete,Complete,Complete,Complete,Standard
AQ016-Q5,Complete,Complete,Complete,Complete,Standard
AQ021-Q1,Complete,Complete,Complete,Complete,Standard
AQ021-Q2,Complete,Complete,Complete,Complete,Standard
AQ021-Q3,Complete,Complete,Complete,Complete,Standard
AQ021-Q4,Complete,Complete,Complete,Complete,Standard
AQ021-Q5,Complete,Complete,Complete,Complete,Standard
AQ026-Q1,Complete,Complete,Complete,Complete,Standard
AQ026-Q2,Complete,Complete,Complete,Complete,Standard
AQ026-Q3,Complete,Complete,Complete,Complete,Standard
AQ026-Q4,Complete,Complete,Complete,Complete,Standard
AQ026-Q5,Complete,Complete,Complete,Complete,Standard
AQ031-Q1,Complete,Complete,Complete,Complete,Standard
AQ031-Q2,Complete,Complete,Complete,Complete,Standard
AQ031-Q3,Complete,Complete,Complete,Complete,Standard
AQ031-Q4,Complete,Complete,Complete,Complete,Standard
AQ031-Q5,Complete,Complete,Complete,Complete,Standard
AQ036-Q1,Complete,Complete,Complete,Complete,Standard
AQ036-Q2,Complete,Complete,Complete,Complete,Standard
AQ036-Q3,Complete,Complete,Complete,Complete,Standard
AQ036-Q4,Complete,Complete,Complete,Complete,Standard
AQ036-Q5,Complete,Complete,Complete,Complete,Standard
AQ041-Q1,Complete,Complete,Complete,Complete,Standard
AQ041-Q2,Complete,Complete,Complete,Complete,Standard
AQ041-Q3,Complete,Complete,Complete,Complete,Standard
AQ041-Q4,Complete,Complete,Complete,Complete,Standard
AQ041-Q5,Complete,Complete,Complete,Complete,Standard
AQ046-Q1,Complete,Complete,Complete,Complete,Standard
AQ046-Q2,Complete,Complete,Complete,Complete,Standard
AQ046-Q3,Complete,Complete,Complete,Complete,Standard
AQ046-Q4,Complete,Complete,Complete,Complete,Standard
AQ046-Q5,Complete,Complete,Complete,Complete,Standard
AQ051-Q1,Complete,Complete,Complete,Complete,Standard
AQ051-Q2,Complete,Complete,Complete,Complete,Standard
AQ051-Q3,Complete,Complete,Complete,Complete,Standard
AQ051-Q4,Complete,Complete,Complete,Complete,Standard
AQ051-Q5,Complete,Complete,Complete,Complete,Standard
AQ056-Q1,Complete,Complete,Complete,Complete,Specialist: System Software
AQ056-Q2,Complete,Complete,Complete,Complete,Specialist: System Software
AQ056-Q3,Complete,Complete,Complete,Complete,Specialist: System Software
AQ056-Q4,Complete,Complete,Complete,Complete,Specialist: System Software
AQ056-Q5,Complete,Complete,Complete,Complete,Specialist: System Software
AQ061-Q1,Complete,Complete,Complete,Complete,Specialist: System Software
AQ061-Q2,Complete,Complete,Complete,Complete,Specialist: System Software
AQ061-Q3,Complete,Complete,Complete,Complete,Specialist: System Software
AQ061-Q4,Complete,Complete,Complete,Complete,Specialist: System Software
AQ061-Q5,Complete,Complete,Complete,Complete,Specialist: System Software
AQ066-Q1,Complete,Complete,Complete,Complete,Specialist: Security
AQ066-Q2,Complete,Complete,Complete,Complete,Specialist: Security
AQ066-Q3,Complete,Complete,Complete,Complete,Specialist: Security
AQ066-Q4,Complete,Complete,Complete,Complete,Specialist: Security
AQ066-Q5,Complete,Complete,Complete,Complete,Specialist: Security
AQ071-Q1,Complete,Complete,Complete,Complete,Specialist: Security
AQ071-Q2,Complete,Complete,Complete,Complete,Specialist: Security
AQ071-Q3,Complete,Complete,Complete,Complete,Specialist: Security
AQ071-Q4,Complete,Complete,Complete,Complete,Specialist: Security
AQ071-Q5,Complete,Complete,Complete,Complete,Specialist: Security
AQ076-Q1,Complete,Complete,Complete,Complete,Specialist: Ethics
AQ076-Q2,Complete,Complete,Complete,Complete,Specialist: Ethics
AQ076-Q3,Complete,Complete,Complete,Complete,Specialist: Ethics
AQ076-Q4,Complete,Complete,Complete,Complete,Specialist: Ethics
AQ076-Q5,Complete,Complete,Complete,Complete,Specialist: Ethics
AQ081-Q1,Complete,Complete,Complete,Complete,Specialist: Ethics
AQ081-Q2,Complete,Complete,Complete,Complete,Specialist: Ethics
AQ081-Q3,Complete,Complete,Complete,Complete,Specialist: Ethics
AQ081-Q4,Complete,Complete,Complete,Complete,Specialist: Ethics
AQ081-Q5,Complete,Complete,Complete,Complete,Specialist: Ethics
AQ086-Q1,Complete,Complete,Complete,Complete,Specialist: Databases
AQ086-Q2,Complete,Complete,Complete,Complete,Specialist: Databases
AQ086-Q3,Complete,Complete,Complete,Complete,Specialist: Databases
AQ086-Q4,Complete,Complete,Complete,Complete,Specialist: Databases
AQ086-Q5,Complete,Complete,Complete,Complete,Specialist: Databases
AQ091-Q1,Complete,Complete,Complete,Complete,Specialist: Databases
AQ091-Q2,Complete,Complete,Complete,Complete,Specialist: Databases
AQ091-Q3,Complete,Complete,Complete,Complete,Specialist: Databases
AQ091-Q4,Complete,Complete,Complete,Complete,Specialist: Databases
AQ091-Q5,Complete,Complete,Complete,Complete,Specialist: Databases
AQ096-Q1,Complete,Complete,Complete,Complete,Specialist: Databases
AQ096-Q2,Complete,Complete,Complete,Complete,Specialist: Databases
AQ096-Q3,Complete,Complete,Complete,Complete,Specialist: Databases
AQ096-Q4,Complete,Complete,Complete,Complete,Specialist: Databases
AQ096-Q5,Complete,Complete,Complete,Complete,Specialist: Databases
AQ101-Q1,Complete,Complete,Complete,Complete,Standard
AQ101-Q2,Complete,Complete,Complete,Complete,Standard
AQ101-Q3,Complete,Complete,Complete,Complete,Standard
AQ101-Q4,Complete,Complete,Complete,Complete,Standard
AQ101-Q5,Complete,Complete,Complete,Complete,Standard
AQ106-Q1,Complete,Complete,Complete,Complete,Standard
AQ106-Q2,Complete,Complete,Complete,Complete,Standard
AQ106-Q3,Complete,Complete,Complete,Complete,Standard
AQ106-Q4,Complete,Complete,Complete,Complete,Standard
AQ106-Q5,Complete,Complete,Complete,Complete,Standard
AQ111-Q1,Complete,Complete,Complete,Complete,Standard
AQ111-Q2,Complete,Complete,Complete,Complete,Standard
AQ111-Q3,Complete,Complete,Complete,Complete,Standard
AQ111-Q4,Complete,Complete,Complete,Complete,Standard
AQ111-Q5,Complete,Complete,Complete,Complete,Standard
AQ116-Q1,Complete,Complete,Complete,Complete,Standard
AQ116-Q2,Complete,Complete,Complete,Complete,Standard
AQ116-Q3,Complete,Complete,Complete,Complete,Standard
AQ116-Q4,Complete,Complete,Complete,Complete,Standard
AQ116-Q5,Complete,Complete,Complete,Complete,Standard
AQ121-Q1,Complete,Complete,Complete,Complete,Standard
AQ121-Q2,Complete,Complete,Complete,Complete,Standard
AQ121-Q3,Complete,Complete,Complete,Complete,Standard
AQ121-Q4,Complete,Complete,Complete,Complete,Standard
AQ121-Q5,Complete,Complete,Complete,Complete,Standard
AQ126-Q1,Complete,Complete,Complete,Complete,Standard
AQ126-Q2,Complete,Complete,Complete,Complete,Standard
AQ126-Q3,Complete,Complete,Complete,Complete,Standard
AQ126-Q4,Complete,Complete,Complete,Complete,Standard
AQ126-Q5,Complete,Complete,Complete,Complete,Standard
AQ131-Q1,Complete,Complete,Complete,Complete,Standard
AQ131-Q2,Complete,Complete,Complete,Complete,Standard
AQ131-Q3,Complete,Complete,Complete,Complete,Standard
AQ131-Q4,Complete,Complete,Complete,Complete,Standard
AQ131-Q5,Complete,Complete,Complete,Complete,Standard
AQ136-Q1,Complete,Complete,Complete,Complete,Standard
AQ136-Q2,Complete,Complete,Complete,Complete,Standard
AQ136-Q3,Complete,Complete,Complete,Complete,Standard
AQ136-Q4,Complete,Complete,Complete,Complete,Standard
AQ136-Q5,Complete,Complete,Complete,Complete,Standard
AQ141-Q1,Complete,Complete,Complete,Complete,Standard
AQ141-Q2,Complete,Complete,Complete,Complete,Standard
AQ141-Q3,Complete,Complete,Complete,Complete,Standard
AQ141-Q4,Complete,Complete,Complete,Complete,Standard
AQ141-Q5,Complete,Complete,Complete,Complete,Standard
AQ146-Q1,Complete,Complete,Complete,Complete,Standard
AQ146-Q2,Complete,Complete,Complete,Complete,Standard
AQ146-Q3,Complete,Complete,Complete,Complete,Standard
AQ146-Q4,Complete,Complete,Complete,Complete,Standard
AQ146-Q5,Complete,Complete,Complete,Complete,Standard
AQ151-Q1,Complete,Complete,Complete,Complete,Standard
AQ151-Q2,Complete,Complete,Complete,Complete,Standard
AQ151-Q3,Complete,Complete,Complete,Complete,Standard
AQ151-Q4,Complete,Complete,Complete,Complete,Standard
AQ151-Q5,Complete,Complete,Complete,Complete,Standard
AM021-Q1,Complete,Complete,Complete,Complete,Standard
AM021-Q2,Complete,Complete,Complete,Complete,Standard
AM021-Q3,Complete,Complete,Complete,Complete,Standard
AM021-Q4,Complete,Complete,Complete,Complete,Standard
AM021-Q5,Complete,Complete,Complete,Complete,Standard
AM041-Q1,Complete,Complete,Complete,Complete,Standard
AM041-Q2,Complete,Complete,Complete,Complete,Standard
AM041-Q3,Complete,Complete,Complete,Complete,Standard
AM041-Q4,Complete,Complete,Complete,Complete,Standard
AM041-Q5,Complete,Complete,Complete,Complete,Standard
AM061-Q1,Complete,Complete,Complete,Complete,Specialist: System Software
AM061-Q2,Complete,Complete,Complete,Complete,Specialist: System Software
AM061-Q3,Complete,Complete,Complete,Complete,Specialist: System Software
AM061-Q4,Complete,Complete,Complete,Complete,Specialist: System Software
AM061-Q5,Complete,Complete,Complete,Complete,Specialist: System Software
AM081-Q1,Complete,Complete,Complete,Complete,Specialist: Security
AM081-Q2,Complete,Complete,Complete,Complete,Specialist: Security
AM081-Q3,Complete,Complete,Complete,Complete,Specialist: Security
AM081-Q4,Complete,Complete,Complete,Complete,Specialist: Security
AM081-Q5,Complete,Complete,Complete,Complete,Specialist: Security
AM101-Q1,Complete,Complete,Complete,Complete,Standard
AM101-Q2,Complete,Complete,Complete,Complete,Standard
AM101-Q3,Complete,Complete,Complete,Complete,Standard
AM101-Q4,Complete,Complete,Complete,Complete,Standard
AM101-Q5,Complete,Complete,Complete,Complete,Standard
AM121-Q1,Complete,Complete,Complete,Complete,Standard
AM121-Q2,Complete,Complete,Complete,Complete,Standard
AM121-Q3,Complete,Complete,Complete,Complete,Standard
AM121-Q4,Complete,Complete,Complete,Complete,Standard
AM121-Q5,Complete,Complete,Complete,Complete,Standard
AM141-Q1,Complete,Complete,Complete,Complete,Standard
AM141-Q2,Complete,Complete,Complete,Complete,Standard
AM141-Q3,Complete,Complete,Complete,Complete,Standard
AM141-Q4,Complete,Complete,Complete,Complete,Standard
AM141-Q5,Complete,Complete,Complete,Complete,Standard
AR016-Q1,Complete,Complete,Complete,Complete,Standard
AR016-Q2,Complete,Complete,Complete,Complete,Standard
AR027-Q1,Complete,Complete,Complete,Complete,Standard
AR027-Q2,Complete,Complete,Complete,Complete,Standard
AR041-Q1,Complete,Complete,Complete,Complete,Standard
AR041-Q2,Complete,Complete,Complete,Complete,Standard
AR052-Q1,Complete,Complete,Complete,Complete,Standard
AR052-Q2,Complete,Complete,Complete,Complete,Standard
AR062-Q1,Complete,Complete,Complete,Complete,Specialist: System Software
AR062-Q2,Complete,Complete,Complete,Complete,Specialist: System Software
AR072-Q1,Complete,Complete,Complete,Complete,Specialist: Security
AR072-Q2,Complete,Complete,Complete,Complete,Specialist: Security
AR078-Q1,Complete,Complete,Complete,Complete,Specialist: Ethics
AR078-Q2,Complete,Complete,Complete,Complete,Specialist: Ethics
AR090-Q1,Complete,Complete,Complete,Complete,Specialist: Databases
AR090-Q2,Complete,Complete,Complete,Complete,Specialist: Databases
AR098-Q1,Complete,Complete,Complete,Complete,Specialist: Databases
AR098-Q2,Complete,Complete,Complete,Complete,Specialist: Databases
AR113-Q1,Complete,Complete,Complete,Complete,Standard
AR113-Q2,Complete,Complete,Complete,Complete,Standard
AR126-Q1,Complete,Complete,Complete,Complete,Standard
AR126-Q2,Complete,Complete,Complete,Complete,Standard
AR142-Q1,Complete,Complete,Complete,Complete,Standard
AR142-Q2,Complete,Complete,Complete,Complete,Standard
AR147-Q1,Complete,Complete,Complete,Complete,Standard
AR147-Q2,Complete,Complete,Complete,Complete,Standard
AR151-Q1,Complete,Complete,Complete,Complete,Standard
