lesson,section_order,section_id,delivery_group,delivery_role,classroom_activity,minutes,title,status,content_hash
018,19,summary,remediation-v2-stage3-optional-018,OPTIONAL,EXTEND,,Model = roles and control,Classified,e6e26ffb9c2ada808c4ff6f1b8240e7552cd655aa8824e993f5f67ecc76e0818
018,20,homework,homework,AFTER_CLASS,HOMEWORK,,Clear tasks,Classified,ebf47146bc8fc0a126ce8ec990e96877ce4be34862be54bb3f1c906725c21566
019,1,stage2-completion,stage2-completion,CORE,TEACH,,Packet transmission between two hosts in each required topology,Classified,c6f56aefaef2ce730a98eea95177d16df4c30da00cf61c35781015e9eb138fb8
019,2,stage2-practice,stage2-practice,CORE,PRACTISE,,Packet transmission between two hosts in each required topology: apply and assess,Classified,0ab319383327a94f798d9eace6ae07d99de45146786bb2288b05f9b36847d168
019,3,overview,remediation-v2-stage3-optional-019,OPTIONAL,EXTEND,,The internet does not send your file as one heroic lump.,Classified,a30d136142b2be616533f22252f6993c7c666013d8d5919542cefbf30d0e4d11
019,4,delivery-02,remediation-v2-stage3-optional-019,OPTIONAL,EXTEND,,Why this matters,Classified,0232981c2ed568b0894404a2eed878a4be455c409c9efa73b80dc3165941e1b6
019,5,hook,remediation-v2-stage3-optional-019,OPTIONAL,EXTEND,,A 30 MB video is sent across a network. Why split it into packets?,Classified,26e0235b139c10a926e093d3f1a7ca760543f20edefe4a42ef5506259e8322f2
019,6,switching,remediation-v2-stage3-optional-019,OPTIONAL,EXTEND,,Packet switching,Classified,c851b376051245cf5eb848846479beff7d640e338b308bd51fa8eca24f3febd5
019,7,explanation-switching,remediation-v2-stage3-optional-019,OPTIONAL,EXTEND,,Packet switching,Classified,8da03237623969d1a0ebe7b9902282bceb94c5057611b9655850271bf85bf2a4
019,8,structure,remediation-v2-stage3-optional-019,OPTIONAL,EXTEND,,Packet structure,Classified,ec88aa1fca810a83570d53c7f441f03622bf7e86d3cb3645f50187524a7d04f4
019,9,explanation-structure,remediation-v2-stage3-optional-019,OPTIONAL,EXTEND,,Packet structure,Classified,d652579e54522eb2f934b18dec4af8e64ae25272a880ee79734b7e6e365de8f8
019,10,routing,remediation-v2-stage3-optional-019,OPTIONAL,EXTEND,,Routing and arrival,Classified,3a8ec1c62b320c0562e22269aacdf2ab447734b67c1377cc2f10d1eb2b9fddbd
019,11,explanation-routing,remediation-v2-stage3-optional-019,OPTIONAL,EXTEND,,Routing and arrival,Classified,b6bd9d1dc5b7b5036e55c88e9276c716ebd9d6b6f222a8ceb3a99db7b865ac49
019,12,packet-journey,remediation-v2-stage3-optional-019,OPTIONAL,EXTEND,,"One message, several routes, one reassembled result",Classified,fc1b9d90e718fd98ba93a138452b201312ad52db3c530ea59d29744426b3464e
019,13,explanation-packet-journey,remediation-v2-stage3-optional-019,OPTIONAL,EXTEND,,"One message, several routes, one reassembled result",Classified,6a4aa5cd3216db4ad6efbd8a177209aa2c00f62f73fdf9c65087bc5a86251bc7
019,14,tool,remediation-v2-stage3-optional-019,OPTIONAL,EXTEND,,Packet route simulator,Classified,97fffacecdd62d52b72fc68e522f9e3928b7f44fcf633af498df6e89a85b0b55
019,15,examples,remediation-v2-stage3-optional-019,OPTIONAL,EXTEND,,Worked examples,Classified,ecbdecdb72dbe92f98e2f5fa376fd681fb08b30054fb5da37a9921aa3877daea
019,16,practice,remediation-v2-stage3-optional-019,OPTIONAL,EXTEND,,Practice with instant checking,Classified,5ca5af8f97f67f2f2d8808359cb739057fcf02231c410fb89cfab4555251c617
019,17,debug,remediation-v2-stage3-optional-019,OPTIONAL,EXTEND,,Fix the weak packet answer,Classified,defb1b9ecbbf77eeb0b5548d71580afd24b36cbaeb7719439907c30e4ef0a625
019,18,exam,remediation-v2-stage3-optional-019,OPTIONAL,EXTEND,,Questions with expandable MS,Classified,aecfefba96bb4ad38b314dfe385fc1c7dc0458effdc6466328c9e08d14ccb14d
019,19,summary,remediation-v2-stage3-optional-019,OPTIONAL,EXTEND,,"Packets need labels, order and checks",Classified,ba98196b743bdbfc50528dab8bf8ffe26ea266f9e7fe0690125dcc37d9166898
019,20,homework,homework,AFTER_CLASS,HOMEWORK,,Clear tasks,Classified,7025f0cbf2ae211fd9ce64d46bd497231c0af7e796c35d5e2c19f8219c274018
020,1,stage2-completion,stage2-completion,CORE,TEACH,,"Cloud, wired and wireless networking",Classified,4005afbfdfc1d8ad1e1c8740ac00bfeb9a5a2802feaeb6f78ceb8d9efaf434f9
020,2,stage2-practice,stage2-practice,CORE,PRACTISE,,"Cloud, wired and wireless networking: apply and assess",Classified,15adfda4367a559162e05e9f5eb4d12b2a325de8ef0b9faf4995fba909e35308
020,3,overview,remediation-v2-stage3-optional-020,OPTIONAL,EXTEND,,Communication works because everyone agrees on the rules.,Classified,e958d9c66549f3209bc5d7673bf798e1e7b6ee6cbf66fc4aa7be62820d8de32f
020,4,delivery-02,remediation-v2-stage3-optional-020,OPTIONAL,EXTEND,,Why this matters,Classified,ad7d55687b07783245bb6b7ef8013c96c1d4ad85d10d121381e216c7139d0731
020,5,hook,remediation-v2-stage3-optional-020,OPTIONAL,EXTEND,,Two devices try to send data. One expects bytes in groups of 8; the other sends random-length chunks. What is missing?,Classified,305395a2c7406e0c5215bbb7ff34ad41b8581f7f9ad1d4591d0b4f34b0902430
020,6,protocols,remediation-v2-stage3-optional-020,OPTIONAL,EXTEND,,What a protocol is,Classified,58093edcb4a0a85f4e26988562b523b15fdf2d8b2b4a285dea893aca42ba214b
020,7,explanation-protocols,remediation-v2-stage3-optional-020,OPTIONAL,EXTEND,,What a protocol is,Classified,50a2b7cf50b58dfaf9f432f818a3598de56f0d2c2f1810e9fcb663f4a965ab4d
020,8,rules,remediation-v2-stage3-optional-020,OPTIONAL,EXTEND,,What protocol rules can specify,Classified,aafade80a2b5f108f0b5e0a5efd2ff7aa88d82bbd63119e0cd6eb56cbf062c6e
020,9,explanation-rules,remediation-v2-stage3-optional-020,OPTIONAL,EXTEND,,What protocol rules can specify,Classified,f8c882d762b5daeae95e1dc2caff781af8b2931cfbf31cf03a1252b84de4bb41
020,10,layers,remediation-v2-stage3-optional-020,OPTIONAL,EXTEND,,Layered communication,Classified,41c1ba55ed90114e25b5162f322ef999379933323007fbdc88e6f105a45dd30d
020,11,explanation-layers,remediation-v2-stage3-optional-020,OPTIONAL,EXTEND,,Layered communication,Classified,504489b740b914ea7adaf86f35cc319e01be19b610888b211757b8dd33683a38
020,12,tool,remediation-v2-stage3-optional-020,OPTIONAL,EXTEND,,Communication diagnostic helper,Classified,7021098068ca732e85509d3b0b12888b080fbef3ca3db9d8f137556f0423241d
020,13,examples,remediation-v2-stage3-optional-020,OPTIONAL,EXTEND,,Worked examples,Classified,79bc877069790c5ce3b30094aef547e2eece31d1076d8dc280b2a518039b9568
020,14,practice,remediation-v2-stage3-optional-020,OPTIONAL,EXTEND,,Practice with instant checking,Classified,5ca5af8f97f67f2f2d8808359cb739057fcf02231c410fb89cfab4555251c617
020,15,debug,remediation-v2-stage3-optional-020,OPTIONAL,EXTEND,,Fix the weak protocol answer,Classified,77e0169afc322bf550f4c130b69895240d7375081700b0d0ee8b5e456119e39c
020,16,exam,remediation-v2-stage3-optional-020,OPTIONAL,EXTEND,,Questions with expandable MS,Classified,fa625f5f2fd42fcc766980a5feb65c9f4d4fbb2aad5c1cb1ac677991c8c7939f
020,17,summary,remediation-v2-stage3-optional-020,OPTIONAL,EXTEND,,Protocols are rules; layers divide responsibility,Classified,64a7035e2481546fadf78725643e3b4ccb546d7a8dfdfbec7919753a44fb8f00
020,18,homework,homework,AFTER_CLASS,HOMEWORK,,Clear tasks,Classified,782c0db08ebcc690240035840bdcd4ea6d5b3202d686af0dac8cabf99a53ec79
021,1,stage2-completion,stage2-completion,CORE,TEACH,,"LAN hardware, Ethernet, streaming, the internet, IP and URL",Classified,1bda760c2f58effb9cd7bfb9d9908681253edab11245c33e7f1cef455bbaf68e
021,2,stage2-practice,stage2-practice,CORE,PRACTISE,,"LAN hardware, Ethernet, streaming, the internet, IP and URL: apply and assess",Classified,3b77c16a2bd9afaa1f8f131e694c88c11f797cebbad6dead3e1aa9f49a0367d7
021,3,overview,remediation-v2-stage3-optional-021,OPTIONAL,EXTEND,,Names are for humans. Addresses are for routing.,Classified,f25e0347aba1468df4f537902a8f83c36f79a4c2db56043d0bff7be7e6b4ef7d
021,4,delivery-02,remediation-v2-stage3-optional-021,OPTIONAL,EXTEND,,Why this matters,Classified,2d113c1a5db46956e4d0642d4530dcd0d840a1bbf728cf0d402d91410aea13cd
021,5,hook,remediation-v2-stage3-optional-021,OPTIONAL,EXTEND,,You type www.cambridgeinternational.org . What must happen before packets can be routed to the server?,Classified,f17d63645021328270a7345de6ebe79eeb491d93d0a8ffde6f966eff6dcd4776
021,6,addresses,remediation-v2-stage3-optional-021,OPTIONAL,EXTEND,,IP address vs MAC address,Classified,107c22a5b4e3e6f9858f579d3e7bc7a5d50207ec7ecb818b66722e63e6501552
021,7,explanation-addresses,remediation-v2-stage3-optional-021,OPTIONAL,EXTEND,,IP address vs MAC address,Classified,21ab33cc1e470e516afe15a6b02602c44e718cabd32ebf640714b2a3cabe418c
021,8,dns,remediation-v2-stage3-optional-021,OPTIONAL,EXTEND,,DNS: name to IP address,Classified,b72c01f1ff1ac0334fab90f492835d602002ca80c5fea6147c991f6cc98992fa
021,9,explanation-dns,remediation-v2-stage3-optional-021,OPTIONAL,EXTEND,,DNS: name to IP address,Classified,5d2af068ea181d801c08d6a9f1e0fa0f05fb8e82bb0a79f23f5611510dd60fcb
021,10,urls,remediation-v2-stage3-optional-021,OPTIONAL,EXTEND,,URL components,Classified,a303c6cf81cd3191ab91efc48ebe721992765233cb3cb4385aa546220eb2c420
021,11,explanation-urls,remediation-v2-stage3-optional-021,OPTIONAL,EXTEND,,URL components,Classified,c4ab64dfada900de008ec9108593b2f311956d5d56f45a0780157359672da330
021,12,address-journey,remediation-v2-stage3-optional-021,OPTIONAL,EXTEND,,From a URL to a packet on the local link,Classified,46fa9d69ae43ea759ff84d4670304bdb59695dec6fb7f652294fe991f06d7ee2
021,13,explanation-address-journey,remediation-v2-stage3-optional-021,OPTIONAL,EXTEND,,From a URL to a packet on the local link,Classified,15815767a43d9fee1487f101aa8194c886dcd6537343a2de4d484887f257d9de
021,14,tool,remediation-v2-stage3-optional-021,OPTIONAL,EXTEND,,Addressing diagnostic helper,Classified,e82a2493627b7133b2a433844108f1e22e214cdf15ab8d5012285cbfbe3f8bb3
021,15,examples,remediation-v2-stage3-optional-021,OPTIONAL,EXTEND,,Worked examples,Classified,d6c78ed9beba4ac836eeb99b2ebf898d6152ac7758410f19a7f3991b81adbf42
021,16,practice,remediation-v2-stage3-optional-021,OPTIONAL,EXTEND,,Practice with instant checking,Classified,5ca5af8f97f67f2f2d8808359cb739057fcf02231c410fb89cfab4555251c617
021,17,checkpoint,remediation-v2-stage3-optional-021,OPTIONAL,EXTEND,,5-minute mini assessment,Classified,d06676f1aa2e8f1f9961948239662683da9369b3a393703020802994faffe5ea
021,18,explanation-checkpoint,remediation-v2-stage3-optional-021,OPTIONAL,EXTEND,,5-minute mini assessment,Classified,07c51f07887b214528dd70bd0dade5dcca73d49a2b15bbf2f50c22e23dc4170d
021,19,debug,remediation-v2-stage3-optional-021,OPTIONAL,EXTEND,,Fix the weak addressing answer,Classified,aae083f3d2a029b56fa288bc79221a9c79b029c3b2352e4274248c156fb0041f
021,20,exam,remediation-v2-stage3-optional-021,OPTIONAL,EXTEND,,Questions with expandable MS,Classified,8fcbc449d0b45b870f689ca35a50ccb19ee14af9864f71e30496e116f5e10f0f
021,21,summary,remediation-v2-stage3-optional-021,OPTIONAL,EXTEND,,Use the right identifier for the right job,Classified,9a8d937a03d80abba0e5babb1a5276e074d2e3ca19a61242b9c95f0213df17f3
021,22,homework,homework,AFTER_CLASS,HOMEWORK,,Clear tasks,Classified,61f95d06d9f7b9838e47e61ff308a97a71a0bd821540f98780c1d808962f95c6
022,1,overview,remediation-v2-optional-022,OPTIONAL,EXTEND,,Protocols are not alphabet soup if you pair them with jobs.,Classified,ead5308140cb0973ee21c05d307851bf2b2431c6cb2f4a1e23068e49fbbc562a
022,2,delivery-02,remediation-v2-optional-022,OPTIONAL,EXTEND,,Why this matters,Classified,021cf7afea90140f19ef602ffda14dc2572aafb8f96d2d3fb8fd027ce646be61
022,3,hook,remediation-v2-optional-022,OPTIONAL,EXTEND,,"A student sends homework by email, then checks the same mailbox on a phone and laptop. Which pair matters most?",Classified,a16c87d5c72001ca107cb00d6398c709f77af1e2cb3a12c13e3278f75a5e39de
022,4,web,remediation-v2-optional-022,OPTIONAL,EXTEND,,HTTP and HTTPS,Classified,523e51a1595c87096f2a2f71407deccc1dc8d5a9156545a28d2a2cc1d89dc16d
022,5,explanation-web,remediation-v2-optional-022,OPTIONAL,EXTEND,,HTTP and HTTPS,Classified,414400abc5832151b84dcf24413fdff2e6ddcf7a8e9da90b99acc8065439df6b
022,6,file,remediation-v2-optional-022,OPTIONAL,EXTEND,,FTP for file transfer,Classified,074fc692cf12a57fa93d21d322a60901dab1e1b1247669898ab4e232d00794ca
022,7,explanation-file,remediation-v2-optional-022,OPTIONAL,EXTEND,,FTP for file transfer,Classified,bb0d87394888861ac67c96cbedddb924bffa2dc295aa54122b3941344f6ce453
022,8,email,remediation-v2-optional-022,OPTIONAL,EXTEND,,"Email protocols: SMTP, POP3 and IMAP",Classified,c3f3d735ef7433eb27e8d87d1cb9e00b9a8320e05ad1c6a7fcfa87d86089e4bd
022,9,explanation-email,remediation-v2-optional-022,OPTIONAL,EXTEND,,"Email protocols: SMTP, POP3 and IMAP",Classified,5c81d9eb267c7496b2aaba71f059887ca8d0fa8cd823405f567dfa32e5274c57
022,10,tool,tool,OPTIONAL,PRACTISE,,Protocol choice helper,Classified,f1a7ec4cf26767900e7c348f829819200434c814426bb2c682729ecd93747f1b
022,11,examples,remediation-v2-optional-022,OPTIONAL,EXTEND,,Worked examples,Classified,387c00b9d2e93557d606ccfb8a9f050696b69f1e9a9319bb925ff18f47fc5968
022,12,practice,remediation-v2-optional-022,OPTIONAL,EXTEND,,Practice with instant checking,Classified,5ca5af8f97f67f2f2d8808359cb739057fcf02231c410fb89cfab4555251c617
022,13,debug,remediation-v2-optional-022,OPTIONAL,EXTEND,,Fix the weak protocol answer,Classified,e66294ed0f27778828ef0fc7f433d06388836d0420a1ed9695606f225a6d43b3
022,14,exam,remediation-v2-optional-022,OPTIONAL,EXTEND,,Questions with expandable MS,Classified,adf891da5b7502454a8f5328781010df688a00823204f05d78c29ea527cd2b61
022,15,summary,remediation-v2-optional-022,OPTIONAL,EXTEND,,Match the protocol to the job,Classified,7fd349ed2a75ae26e92955584482a06fef8504b9e8bb455858b52f947a515fe9
022,16,homework,homework,AFTER_CLASS,HOMEWORK,,Clear tasks,Classified,c5b23f2dd18d7a194edc8add51e739752ba7156bfa627167fe1998c065d0fb26
023,1,overview,remediation-v2-stage3-optional-023,OPTIONAL,EXTEND,,A network path uses physical transmission media with different characteristics.,Classified,ba3d28da08a7c17368163eaa213d4134142387c2975abbca046a7611b277abd2
023,2,delivery-02,remediation-v2-stage3-optional-023,OPTIONAL,EXTEND,,Why this matters,Classified,9f7cfa056c955d9ee96cca3a3626130c71fb7de3128596c5efa3c69647738a70
023,3,hook,remediation-v2-stage3-optional-023,OPTIONAL,EXTEND,,The school wants a fast link between two server rooms. Which option is least embarrassing?,Classified,87cf6d1a38048bd02cf3557304e8706bd4386175d87a915452b6efd074d1d3c1
023,4,wired,remediation-v2-stage3-optional-023,OPTIONAL,EXTEND,,Wired transmission media,Classified,7b4f2ee9c22c96be81d2c776142769e82949f4184c1d17449f9569db3f701d62
023,5,explanation-wired,remediation-v2-stage3-optional-023,OPTIONAL,EXTEND,,Wired transmission media,Classified,480106630bc6c6680fe5f4ba4dce6539146899b610e5e1f067a1492aa9f6cb15
023,6,wireless,remediation-v2-stage3-optional-023,OPTIONAL,EXTEND,,Wireless transmission media,Classified,277f1005b4d96ffa07caa5b9e14980ad97ee1e71abd2ada35334d4fc07f213a5
023,7,explanation-wireless,remediation-v2-stage3-optional-023,OPTIONAL,EXTEND,,Wireless transmission media,Classified,82aad601175cef999c879f5d4a45c3e603c658b5bcfb42de65d217dcc9c25f46
023,8,compare,remediation-v2-stage3-optional-023,OPTIONAL,EXTEND,,"Compare by factor, not by vibe",Classified,2948a720e83f6e735fa1b932778ef810dec77159b5929040f8754ae5bcf6355a
023,9,explanation-compare,remediation-v2-stage3-optional-023,OPTIONAL,EXTEND,,"Compare by factor, not by vibe",Classified,309c9d45a5aa4c7cbb621db1fffe1f18682879597f29747c71b978fe38a6b90b
023,10,tool,remediation-v2-stage3-optional-023,OPTIONAL,EXTEND,,Transmission medium choice helper,Classified,0f3ef5a84eb149cf887aa74789f72079d4b904d3e53e5322b60577d371dec7c7
023,11,examples,remediation-v2-stage3-optional-023,OPTIONAL,EXTEND,,Worked examples,Classified,9ab432052282dae746333218c14eea55bd9e733a229b7d07ec9ffa7aa054384c
023,12,practice,remediation-v2-stage3-optional-023,OPTIONAL,EXTEND,,Practice with instant checking,Classified,5ca5af8f97f67f2f2d8808359cb739057fcf02231c410fb89cfab4555251c617
023,13,debug,remediation-v2-stage3-optional-023,OPTIONAL,EXTEND,,Fix the weak transmission-media answer,Classified,ab3496fbc4e961d63accd9d460586f727c3789226cb2828203a5eaece72d8abe
023,14,exam,remediation-v2-stage3-optional-023,OPTIONAL,EXTEND,,Questions with expandable MS,Classified,8699bf58207911aa80c0a69e2db72543b533dae51a4a82fb5bccc630e1431d6a
023,15,summary,remediation-v2-stage3-optional-023,OPTIONAL,EXTEND,,"Medium, signal, trade-off",Classified,43ff5616752a06399ca0305db32a7b3744ee21f294a49616798e055c947ff501
023,16,homework,homework,AFTER_CLASS,HOMEWORK,,Clear tasks,Classified,ec3c82b2aa62389595a0d07b295c461158badd0d968c4db67dcd210be959546d
024,1,overview,remediation-v2-stage3-optional-024,OPTIONAL,EXTEND,,Packets do not wander politely. Hardware tells them where to go.,Classified,788815b0bc2caef9e97433a1af993fd02507f2ba88b579b419f59fae13cb1536
024,2,delivery-02,remediation-v2-stage3-optional-024,OPTIONAL,EXTEND,,Why this matters,Classified,89f09da26cc5b8a16a5d4ede0913fb75fc5561d90f503f66d3b55f97029f0f46
024,3,hook,remediation-v2-stage3-optional-024,OPTIONAL,EXTEND,,"A tablet joins the school WiFi, then opens a website outside school. Which devices are likely involved?",Classified,ea20fe397c43e5c5c513c08b708c89805e1fb02a245fc7e807f003f42c5de652
024,4,lan,remediation-v2-stage3-optional-024,OPTIONAL,EXTEND,,Switches: forwarding inside a LAN,Classified,e9a219fc53cf59d18190d102c7369aa0367c6613b72d554c8a9216d80a2cb02e
024,5,explanation-lan,remediation-v2-stage3-optional-024,OPTIONAL,EXTEND,,Switches: forwarding inside a LAN,Classified,5e5929e0948d103a594c83e1a07e698f080f45d265896d64424254ec46e7c060
024,6,routing,remediation-v2-stage3-optional-024,OPTIONAL,EXTEND,,Routers: forwarding between networks,Classified,c3369f0661b981a37be399d2fd0e26da23b28acb661b3c913595d82bd4907d09
024,7,explanation-routing,remediation-v2-stage3-optional-024,OPTIONAL,EXTEND,,Routers: forwarding between networks,Classified,6e9e57be63035b68f3777aaead90c5fb83778e30408e4e6563c54a050074f7e0
024,8,wireless,remediation-v2-stage3-optional-024,OPTIONAL,EXTEND,,Wireless access points: joining wireless devices,Classified,28eea00b489d1ab670724b77791733f61418708fb8d5ff093db3bd683e1a501b
024,9,explanation-wireless,remediation-v2-stage3-optional-024,OPTIONAL,EXTEND,,Wireless access points: joining wireless devices,Classified,21cbd7d03d127dfe850f05621e44a5121e6167887534dc2ff16eaf944c4661ae
024,10,gateway,remediation-v2-stage3-optional-024,OPTIONAL,EXTEND,,Gateways: connecting different network rules,Classified,27e935186ae84469e5b896c655e80756ee6586b62960e0a591c376e937ac9fc2
024,11,explanation-gateway,remediation-v2-stage3-optional-024,OPTIONAL,EXTEND,,Gateways: connecting different network rules,Classified,fc1d56b7d46e3f63241d2f570eb453ad32f32eb71a31413dd5017cba30e6de2d
024,12,compare,remediation-v2-stage3-optional-024,OPTIONAL,EXTEND,,Compare by job and boundary,Classified,f92afe674d21a4082a85845668fd17513e4d53eaefbc70d41005958c002e1ad0
024,13,explanation-compare,remediation-v2-stage3-optional-024,OPTIONAL,EXTEND,,Compare by job and boundary,Classified,5cff24fd71c51b5a923f973949a5e60aeaec35c5e6cef0e9a4c00f0d034ef5ef
024,14,tool,remediation-v2-stage3-optional-024,OPTIONAL,EXTEND,,Network hardware choice helper,Classified,25b5cb95019eceaa6150d19cb346381e76342d95a412ad6400c3b68e844f3258
024,15,examples,remediation-v2-stage3-optional-024,OPTIONAL,EXTEND,,Worked examples,Classified,4dc17bf9b10cf4b9993ab344f360cc4e9200f6e8253ce63cc9d2034d4314b90b
024,16,practice,remediation-v2-stage3-optional-024,OPTIONAL,EXTEND,,Practice with instant checking,Classified,5ca5af8f97f67f2f2d8808359cb739057fcf02231c410fb89cfab4555251c617
024,17,debug,remediation-v2-stage3-optional-024,OPTIONAL,EXTEND,,Fix the weak hardware answer,Classified,a9da90676f622aa20d3504a215e8948fc72b0ffb4e0bf9d3bb4dda388bea1a0e
024,18,exam,remediation-v2-stage3-optional-024,OPTIONAL,EXTEND,,Questions with expandable MS,Classified,9ac10b3e023966ed5de9a7a0a7325927208f45e5299de95c3717216d8471c06b
024,19,summary,remediation-v2-stage3-optional-024,OPTIONAL,EXTEND,,"Name the device, then name the job",Classified,9d4278ea010f4fb0bab5e01281c4d12681d5ed115171326743723c4d8f10c66b
024,20,homework,homework,AFTER_CLASS,HOMEWORK,,Clear tasks,Classified,819c18ed0ce1e79067cae8d768089f3ef867ece47467dce64d45dc8e8811d1b7
025,1,overview,remediation-v2-stage3-optional-025,OPTIONAL,EXTEND,,"Distinguish networks by access, ownership and purpose.",Classified,697dc9d9435177c8e45330708ff145b270e06aee686f489fc24f09b7d5a3748d
025,2,delivery-02,remediation-v2-stage3-optional-025,OPTIONAL,EXTEND,,Why this matters,Classified,eb7e8faad3464971fcf99fbe4ab34bf39a576147f5c9e17d8e27a25196112740
025,3,hook,remediation-v2-stage3-optional-025,OPTIONAL,EXTEND,,"A school shares staff policies internally, then shares selected timetable data with a bus company. What changed?",Classified,64d1bde628442468d50f08ca54dc3f22ede8c4438aadd21cb608fa2f4a7cafa9
025,4,networks,remediation-v2-stage3-optional-025,OPTIONAL,EXTEND,,"Internet, intranet and extranet",Classified,fa64d3a0f7372d3d501429899a9ef503949e59cd0e85d076178888eeae8a06ff
025,5,explanation-networks,remediation-v2-stage3-optional-025,OPTIONAL,EXTEND,,"Internet, intranet and extranet",Classified,877a6ecc9f05bf469c92d4c81c290ee7842d6a672b201e1e85792a69bd68d0a3
025,6,cloud,remediation-v2-stage3-optional-025,OPTIONAL,EXTEND,,Cloud services,Classified,6e3f1051a5817b448eb7c2bd5ffce6c9a9ddd667b7be2f507a1ec34efc2b1a40
025,7,explanation-cloud,remediation-v2-stage3-optional-025,OPTIONAL,EXTEND,,Cloud services,Classified,3114b4927f79f6e5d3ee5ab166caad56d634b3f47f97090f3fcadeda6da3d525
025,8,compare,remediation-v2-stage3-optional-025,OPTIONAL,EXTEND,,Compare networks by access and control,Classified,b7a4bdb17d7e4e9660b39fd70047e02c05cccba19ab520f86857a9a86465a7eb
025,9,explanation-compare,remediation-v2-stage3-optional-025,OPTIONAL,EXTEND,,Compare networks by access and control,Classified,f3e8f8335c63d8f67db3d3beb71a31256749286f89c3b8be668b73da14c36530
025,10,tool,remediation-v2-stage3-optional-025,OPTIONAL,EXTEND,,Network/service choice helper,Classified,67cead96913674054c150c994a84ce9fa6643da53ea332496a933bcdd2871f18
025,11,examples,remediation-v2-stage3-optional-025,OPTIONAL,EXTEND,,Worked examples,Classified,0d94d84ad1598179355a623f80daf33320954b5d3619fa58e7a9f409d7ae5b52
025,12,practice,remediation-v2-stage3-optional-025,OPTIONAL,EXTEND,,Practice with instant checking,Classified,5ca5af8f97f67f2f2d8808359cb739057fcf02231c410fb89cfab4555251c617
025,13,debug,remediation-v2-stage3-optional-025,OPTIONAL,EXTEND,,Fix the weak network/cloud answer,Classified,5edb5d450a5179d3fb90e0b9563984f6bfefe1aa54fc69ac9511698c62640c51
025,14,exam,remediation-v2-stage3-optional-025,OPTIONAL,EXTEND,,Questions with expandable MS,Classified,dc8ad7081b570befa196eddecf37ce0fc101deb139edfb55551dae066b6a35f8
025,15,summary,remediation-v2-stage3-optional-025,OPTIONAL,EXTEND,,Access scope is the shortcut,Classified,6fb6e61957b0285471858994e0e24d151cca73ffce680e802665498127b782b0
025,16,homework,homework,AFTER_CLASS,HOMEWORK,,Clear tasks,Classified,c146db9fc176beaf660611a8c0fc9332e168439be891e00934c9d62aa6433305
026,1,overview,remediation-v2-stage3-optional-026,OPTIONAL,EXTEND,,"""Fast internet"" is not one thing. It is several bottlenecks wearing one coat.",Classified,f5704a640ec89cff99d955bae76bf4985a2b9bb3580ccbee3a09e48be551a950
026,2,delivery-02,remediation-v2-stage3-optional-026,OPTIONAL,EXTEND,,Why this matters,Classified,ec58d07b190c1f2a556e8589e346aa113596b6c40d04887c1e47cf9b214f7c42
026,3,hook,remediation-v2-stage3-optional-026,OPTIONAL,EXTEND,,A video call looks sharp but everyone replies two seconds late. Which factor is most suspicious?,Classified,52037b726cf75b1cd6cb318d26465176003e173c76b6e9ef3ae0208391d7f3cc
026,4,concepts,remediation-v2-stage3-optional-026,OPTIONAL,EXTEND,,Core performance terms,Classified,7f1a03e0004a3930f369b99f125df6727c0e37382a4636ca2836ffb96d0a6b5f
026,5,explanation-concepts,remediation-v2-stage3-optional-026,OPTIONAL,EXTEND,,Core performance terms,Classified,6572cada8b1d9cf5df486581d142fc1d044a1c8740323cfde08ac3af71bdd1c2
026,6,factors,remediation-v2-stage3-optional-026,OPTIONAL,EXTEND,,Factors that affect performance,Classified,ea9e78e62466067d918554c4fba5b724c967c19e1e61db0184bbfb78c508477a
026,7,explanation-factors,remediation-v2-stage3-optional-026,OPTIONAL,EXTEND,,Factors that affect performance,Classified,b46a70074466c98bdc0bbb24dbb8e0eef81fb412a13ecde071854ebe3f36c352
026,8,calculation,remediation-v2-stage3-optional-026,OPTIONAL,EXTEND,,Simple transfer time calculation,Classified,0e2af254e7ce15c1991e708c1bf709ec0abd9a18388106183418bc873ff11ba2
026,9,explanation-calculation,remediation-v2-stage3-optional-026,OPTIONAL,EXTEND,,Simple transfer time calculation,Classified,5cab99604a9dc3fd3583fc29cf975f334d579f5a2a2b8e65213e1490766778f2
026,10,tool,remediation-v2-stage3-optional-026,OPTIONAL,EXTEND,,Transfer time estimator,Classified,782ce6bef3466f803a284d51cf74b3789c26531ce7158267ce6b8b1e874dd49f
026,11,examples,remediation-v2-stage3-optional-026,OPTIONAL,EXTEND,,Worked examples,Classified,e0b0ab1b23609223f015584fc52de958ecba296b2782bb4fb62826222bd5be84
026,12,practice,remediation-v2-stage3-optional-026,OPTIONAL,EXTEND,,Practice with instant checking,Classified,5ca5af8f97f67f2f2d8808359cb739057fcf02231c410fb89cfab4555251c617
026,13,debug,remediation-v2-stage3-optional-026,OPTIONAL,EXTEND,,Fix the weak performance answer,Classified,76c558bfa4e3ad9f7adec7d9fb9558dac8e487bb9c83d4ea9d4b1d2295f0cf45
026,14,exam,remediation-v2-stage3-optional-026,OPTIONAL,EXTEND,,Questions with expandable MS,Classified,f886586cc38e9ccdb7b0a72b9558ddeb275eeceebfcdb3a83fbbef4081abd5d4
