lesson,markdown_file,title,markdown_hash,html_hash,identity,semantic_review,release_status
094,094-paper-1-mixed-question-strategy.md,Lesson 094: Paper 1 mixed question strategy,b77371fa5d607ec8e22896e707d8e526508675204691f0bb882ccf3f94a19692,ff0a8470df8753cfe5e0b6188ab06d8cc4594b1695fb54dc4e8b41a46db60a33,Pass,Reviewed,Approved
095,095-paper-1-timed-short-answer-practice.md,Lesson 095: Paper 1 timed short-answer practice,fcf84e955bcc1bf4d83e6ba5082cb31baf43b60f52f0aac3dcc3f2d1a44bbc5e,acbb3c95796145516d2fea726a3ef8b5effbfef1af64bd0681646bed2b7453e7,Pass,Reviewed,Approved
096,096-paper-1-extended-response-practice.md,Lesson 096: Paper 1 extended-response practice,f6ba738e09660d71b6ad3c831f81ba98958f57854e07ca1508ab3d98eeaee53f,7853ec2a3ff067ec83e44f9f7b1717e4f2bafb624b8b9502d9348ae771e7e0a2,Pass,Reviewed,Approved
097,097-paper-1-mock-review-and-correction-clinic.md,Lesson 097: Paper 1 mock review and correction clinic,86342959b2f4af5d816eaa90ed4adf17df5aaf831cf5b5d55d5f554b528f2e48,809088f091d6b864e975cef499ea98812f96761bf068810d808ec8218f7528fb,Pass,Reviewed,Approved
098,098-algorithmic-thinking-inputs-outputs-and-constraints.md,"Lesson 098: Algorithmic thinking: inputs, outputs, and constraints",3def22870214235caea425384beab0b3b491c4f4f196bea6a11ee1716bcebdd0,ac64304d3cd8f3377b79330628e23f4e82031456691989ceeb4018e1609839ad,Pass,Reviewed,Approved
099,099-decomposition-and-abstraction.md,Lesson 099: Decomposition and abstraction,a0398f7f4951ebac09612b5a391fae40c3b914bca8571e5f74e191073515186e,06712cf8651b4b15862f3d2b5c6659ce25b7f36fe867004233a122c4ccd6c05e,Pass,Reviewed,Approved
100,100-sequence-selection-and-iteration.md,"Lesson 100: Sequence, selection, and iteration",f259f07fa5e7af75fed9a24787eea819a909ddc0de048b5d8f09b0ce2d67b409,7acc7265544ffb03732172ef8446a0e418df6ec85267b13637bdfb46a8c8a586,Pass,Reviewed,Approved
101,101-flowcharts-and-pseudocode-notation.md,Lesson 101: Flowcharts and pseudocode notation,a88b6624240a3399669de36536bdeabfb31471bb57a2030d5209be09ca6c96d5,05f0f037422be5dc48688c44ae8485584b713097818e06438c4838038100df13,Pass,Reviewed,Approved
102,102-trace-tables-and-dry-runs.md,Lesson 102: Trace tables and dry runs,f52c35edfe8ea82fb786b85fb6d7ac7bcd519beb8872e771352f5a252dbaed0e,c74fd1429a350134199ffc15feb5c2aeb82009ce33c7dcff44737fc46e80abe6,Pass,Reviewed,Approved
103,103-validation-algorithms-and-defensive-input-handling.md,Lesson 103: Validation algorithms and defensive input handling,83e08fe82e8a6bfb4c388fabee61c3df097ff64846dda6914de0521002465109,b578cb0e857a318d718b110f0411997cda0813e34be3dd9f3df1961ffb96a659,Pass,Reviewed,Approved
104,104-linear-search-and-binary-search.md,Lesson 104: Linear search and binary search,23e1d4cfd8644eca633762fc7617013ea359dfb21608a3f00f68a5f0cdb1ae8d,ebac46e8c85e6b81f77c83e1f19792f2842ef9ba99321d48217cfd4ffce61d3e,Pass,Reviewed,Approved
105,105-bubble-sort-and-insertion-sort.md,Lesson 105: Bubble sort and insertion sort,9f7c54a55f2cc2458c47a09bcd300dd64fdaf8e4337f16f6ffd45d1eb913252c,8597e967901ef7ee454c1fb98e0419193a93dcc8b8da9c09834cdbc83c118f95,Pass,Reviewed,Approved
106,106-finding-maximum-minimum-count-and-total.md,"Lesson 106: Finding maximum, minimum, count, and total",c5480d6b01e0951f2505d1f0d7d7f004a20813ddc1de43ccfb11c60b85bfb7eb,b16ebf85655bb8dca921db97fc2558cb2e6000b1d78cc6fdf9b1193734142044,Pass,Reviewed,Approved
107,107-string-processing-algorithms.md,Lesson 107: String-processing algorithms,e102e72ecd72adaf26ee1fdcec421c8226233023b807299670400b715aba832b,55b78b01804e9e0b40e227c60b488258afdf9b599d5ef4123facf138fb9d6cdc,Pass,Reviewed,Approved
108,108-nested-loops-and-table-style-problems.md,Lesson 108: Nested loops and table-style problems,cd423f7ed954d5c1161d2f9065ddcf317f7c1638785223a57408a436e02a0857,018171766c21abdf21fce900ca380b5f8b790cacc88f09e147897393d7a15628,Pass,Reviewed,Approved
109,109-algorithm-efficiency-at-as-level.md,Lesson 109: Algorithm efficiency at AS level,3b6168271e425ed3911ca7e5d828ea911b2ac2b43b5e8ddb4c3670374ae6b705,bf10e7efbb3139e66f113ebacbca4e21d7d64253bc308c66ae882376c6e8f4f4,Pass,Reviewed,Approved
110,110-cambridge-pseudocode-conventions-and-exam-readability.md,Lesson 110: Cambridge pseudocode conventions and exam readability,5b4ec01a01d09cd892a83f926354046e0fa70df89adef4b232c5385bc8f35c63,21cb3eb428935786149f0a59268af52863ddc2f75c4890bf7336226299188060,Pass,Reviewed,Approved
111,111-designing-algorithms-from-word-problems.md,Lesson 111: Designing algorithms from word problems,9b4d0feec4e01e598ac794a1d508e32afbb23949e018726c892bab4df3d791d4,5420253f9b3c18eaa476d69a33e51d5646762757050ae944ed912ba0641ba04a,Pass,Reviewed,Approved
112,112-section-9-review-from-scenario-to-pseudocode.md,Lesson 112: Section 9 review: from scenario to pseudocode,21c54ae259d638a76020caac0c505651b875505a00eaf4d9761afa7a5f92554f,ce2f32f27660c8b533323c764ac5dc414b96470ad93e91a2ced20b0e037fc597,Pass,Reviewed,Approved
113,113-data-types-integer-real-boolean-char-string-date-and-user-defined-type.md,"Lesson 113: Data types: integer, real, Boolean, char, string, date, and user-defined types",e4b2306d8f61414a6050e02793b2d2ca2a791eebbdb81b686650f639dc75935c,498a732fcdd073c0ed48245519108a12fcb9d37c684c801aa42d66624857ae70,Pass,Reviewed,Approved
114,114-constants-variables-and-assignment.md,"Lesson 114: Constants, variables, and assignment",f6b6e7c7f277ffa34424701c55dd9c6e32956f1898bc2d724084764602ddb190,842f56f727b69c00f475722d24d1b6abaa4a7984dea8a7ea7c5a9026c96ba1b6,Pass,Reviewed,Approved
115,115-one-dimensional-arrays.md,Lesson 115: One-dimensional arrays,7f7ccc45477c91451cf1ed20c6f632cf0e71351898f34f80abf1e4c6dab054e8,cadf91af71480bee76836e9ef6e8f3010436adfa420cfce9adf5bffcf8488307,Pass,Reviewed,Approved
116,116-two-dimensional-arrays.md,Lesson 116: Two-dimensional arrays,ff9f1b53c9fae6a9d43969719d9fc79a027286444253d47c425b96ff81f63dc0,f1c4f46114c7215caed9d5ef6c2fc3cd5d97337254241add3d08bcf5028dfea8,Pass,Reviewed,Approved
117,117-array-algorithms-traversal-update-search-and-count.md,"Lesson 117: Array algorithms: traversal, update, search, and count",9a5b459ab1ae22fb16a3ba2bd4f98918f3b2b6b8db86341aa1a2b8d7a4b6d649,ed5724a581617e78cb9770842a1f696384ff3efbb8e0443ef46bd17f5518deb4,Pass,Reviewed,Approved
118,118-records-and-composite-data.md,Lesson 118: Records and composite data,4cd5d9296d67ad6b6bbc88d6014e87668e110905a577af008c52e2b308cc5e2f,b8ec97d1d21f8f1b76958356be1dc71aec40e5b96337aaf3e3abeb9c3e2454ba,Pass,Reviewed,Approved
119,119-arrays-of-records.md,Lesson 119: Arrays of records,0f56ec12429f7ed73c09d7b3c9f02037f240ac756b4a0722e7a5eb97dfaec476,e87c683b96e12ff745936071b2fb4b1deee23bec3f6217d9cb7b063ee080b276,Pass,Reviewed,Approved
120,120-text-files-reading-writing-and-appending.md,"Lesson 120: Text files: reading, writing, and appending",4297f540fbd3115e6fab2bf0d777e8ff9d08609ad928267d8ecc8fb46093e8c2,268ec77e4cc3c2bc6b1d38e3d12fb83236c8648cecd939ef5c4819d2f2f2e444,Pass,Reviewed,Approved
121,121-csv-style-structured-text-files.md,Lesson 121: CSV-style structured text files,1abaff84a28146a1390dc38b5b75c358a24f511a4d989d12c24042029998fea4,05271eb5458ffeeb6c78662c9090de60e374d86cc1b76b4e8b4bb8f11382ca01,Pass,Reviewed,Approved
122,122-stacks-and-queues-as-abstract-data-types.md,Lesson 122: Stacks and queues as abstract data types,550daadf657198893132d7ce8f0caad84ebb4f86678fecbefb0aa70f39d9ad6f,e565f43fe33d3bbf35aeed3c965b14eb4ce61f8d935ab52e0ee4ad39b142d082,Pass,Reviewed,Approved
123,123-choosing-appropriate-data-structures.md,Lesson 123: Choosing appropriate data structures,ec428dd3b4eeaa47a152a0e3dc3fddbbeeaeac92c6145e2a3ab979b341ace507,b151be9458fe15af8e643afc1549e264d81f310852d18d3072c0fc2abd1c7193,Pass,Reviewed,Approved
124,124-pseudocode-data-declarations-vs-java-declarations.md,Lesson 124: Pseudocode data declarations vs Java declarations,93dcb012a659908e9b9747e0a0249ae5e62d6fc2ec4c6a611118343db1a85879,364190bb9f1af2b79b4b69f81a055f09c550c1393f9f7684c2194cf50834de3f,Pass,Reviewed,Approved
125,125-section-10-review-data-modelling-in-algorithms.md,Lesson 125: Section 10 review: data modelling in algorithms,99056fe089c2ea99b8ef4cd69ea0ad5eb04c2acf42ac75d9210099c5810cc400,50ae0c8c15c9bee5d26cdc6d73f7d2e5060969fbb3628e682f6d4233876cb9de,Pass,Reviewed,Approved
126,126-programming-constructs-sequence-selection-and-iteration.md,"Lesson 126: Programming constructs: sequence, selection, and iteration",bf8de96ce15f874e9149997af468785d0824ec99fde47a2213837c03473352c3,1e1f3142fe228669a1f07808c6c4bda8c144fb5cfa7446e31f94a0aab2c5292e,Pass,Reviewed,Approved
127,127-if-case-and-nested-selection.md,"Lesson 127: IF, CASE, and nested selection",98378be35fbcf119ca875d0a99c8edfd8c7049e1ccf34389b47d615ced1e06cb,149fee185d3d8ad56008b628b4ccd46bdc12fbd42acd7e4053e5707c59f23918,Pass,Reviewed,Approved
128,128-count-controlled-loops.md,Lesson 128: Count-controlled loops,83af8f963ee2495f873ffe6bb584627a3baf9e0ddd5b4bddd00200acda17025b,5f79915999922eb76cdfe0dab6237fcb020fcb035ad93289d89bacb3f0fa1567,Pass,Reviewed,Approved
129,129-condition-controlled-loops.md,Lesson 129: Condition-controlled loops,2e10bda70647081a31c101032cd64eedd13ac5fc7b4c2dd90b4419341cf7c55a,eeaaa485cb531ce99377e255cd801150a4a9540bbf6435542493632fe10aca17,Pass,Reviewed,Approved
130,130-procedures-and-functions.md,Lesson 130: Procedures and functions,12b54054620a0d0104e05ae5311f3314136424fdd6ee20cd2250e0bd4913a50d,9c7eccdfb0b19daa59eacdf777dc370448430babe0423488e8079b4609f5d28c,Pass,Reviewed,Approved
131,131-parameters-by-value-and-by-reference-in-pseudocode.md,Lesson 131: Parameters: by value and by reference in pseudocode,390b929c27087ff42e3e81d31d52a442ac5b643f7203ba62fff3a24925d73f05,8cbf056b6559e741da611183d2044682f53eb985a56a0a064f1c0ebd64339da3,Pass,Reviewed,Approved
132,132-scope-lifetime-and-local-global-variables.md,"Lesson 132: Scope, lifetime, and local/global variables",0f82adacc0eb6cd88a7f52611817271f725a43542060376e6517e703a9e96870,04ee7f337c50485ad81d5eb9e03bf42f04c227fee3917195d7b53754a312130c,Pass,Reviewed,Approved
133,133-string-handling-and-built-in-functions.md,Lesson 133: String handling and built-in functions,969834e02f265b574bacc9e227b14923433cd47cd5966145e8983c587414fba6,816fb359dbd431e2a14636dd48a50cf80de0e6433123251e6d2faca1ad7b960d,Pass,Reviewed,Approved
134,134-arithmetic-operators-integer-division-and-mod.md,"Lesson 134: Arithmetic operators, integer division, and MOD",1095d8732e27b7767ed3a0a946728f7a8e548d17006af88521ec68fe3c59497d,1389f9a634192a332d7a4657166911a2bfd05ca429d8d3a52fc0d71e93c809a6,Pass,Reviewed,Approved
135,135-input-and-output-formatting.md,Lesson 135: Input and output formatting,e6a9c71e43dad86cfe60229ae2dcfff650497dfeb8844dc2a1b683e8dda4d0b9,4e901b9c0c1b038a14fe0de79c4935beedcbb0f473c82c93c027bb86f8090586,Pass,Reviewed,Approved
136,136-file-handling-patterns-in-pseudocode-and-java.md,Lesson 136: File handling patterns in pseudocode and Java,579cb8b630fdae230c0feabaebb4979f4331f529ee179bd33e5513c2151bdadc,9ba1a240e17d8808bc9cf45631476ac87c48840dc4cc565b9d625007aeab0e45,Pass,Reviewed,Approved
137,137-testing-with-normal-boundary-and-erroneous-data.md,"Lesson 137: Testing with normal, abnormal, and extreme/boundary data",94b8cbf930573fb403be7d987b3106d59a3ca8b9c9cb09e5359accd4bcd6ea1e,bec8066ad50ee2031da829b16dc8461396ced062ad7d36c526558ad6f3b54071,Pass,Reviewed,Approved
138,138-debugging-using-traces-and-breakpoints.md,Lesson 138: Debugging using traces and breakpoints,2c82023a4f09a7ff77f020006ff251d2ac5cba8686f1cda6a1ae02990dd01856,67a6c2ec872e6719231ef1b53760afce72ed0c64586d236ece6df7ed104ce192,Pass,Reviewed,Approved
139,139-robust-program-design-validation-and-modularity.md,Lesson 139: Robust program design: validation and modularity,fb5ae9cdda20a80d8ef601c09a11a76d148f8aa794d2fc9ce87a256ad98569cc,aed32fce6fb05eea5142f2a52ee48b464d1dbc5b7d5c4e4d6cee600f671eb3b6,Pass,Reviewed,Approved
140,140-converting-java-habits-into-cambridge-pseudocode.md,Lesson 140: Converting Java habits into Cambridge pseudocode,de96fa3d92fd7ceefbe85d1c85295fd27d5ddc42cf664bb30141b2a90ece6dcd,e0ce8c0cbccc67c44a008b46d01a27f412c3efcb00f2d1efe45f3489c76df562,Pass,Reviewed,Approved
141,141-section-11-review-writing-complete-program-fragments.md,Lesson 141: Section 11 review: writing complete program fragments,b07ee937c4652c5449552d13d9dc54c362d47a3d21f66a3a8e7b350791cf4b3a,603f1d2d6da0dffd1ea5e323c1c3d8e46a387190d90be3dae089583283d97201,Pass,Reviewed,Approved
142,142-software-development-lifecycle-models.md,Lesson 142: Software development lifecycle models,15f64c81f9d1115529a7b23bab456d47ea52ebc598ce57c563740fd3a2e539b0,9500f94adb9634dcdf3033e71749086f73d8d2a8ffba29dc61e770368e581e16,Pass,Reviewed,Approved
143,143-requirements-analysis-and-success-criteria.md,Lesson 143: Requirements analysis and success criteria,398a36be8e93857098c2add08bd1b225cee38fba23ab5abc8ca8ed8dee3d0cb2,6bb45a87b6281577ca9da8cf620535095157802f3e70e09e41b17e86ec204e54,Pass,Reviewed,Approved
144,144-design-documentation-algorithms-data-dictionaries-and-interfaces.md,"Lesson 144: Design documentation: algorithms, data dictionaries, and interfaces",d7832141a4770bc025310c44b02d4dccae6d2646f638ab4a02ec01ee9f42391e,8c009b98baae2df440b20c60fbf37985d6b640f5e9a021ae22cbefc089e21654,Pass,Reviewed,Approved
145,145-testing-implementation-maintenance-and-evaluation.md,"Lesson 145: Testing, implementation, maintenance, and evaluation",fe6e6f8d5a5de46ffd740cbd1c150c33d6f991546be7c96d3dbe8021138b72e8,a5f74bd1dee9e4cac72259b85f9a5b84d9c17aad65346b202008af1cfa79ea00,Pass,Reviewed,Approved
146,146-section-12-review-software-development-case-study.md,Lesson 146: Section 12 review: software development case study,837fde4c38365aed107633e900830f885b4d804a338df9fbcee85ca41c1aa7fd,5f61987ca33d13369d549f68239e1d104420ccfc11bc47f30b40b699f7840b9c,Pass,Reviewed,Approved
147,147-paper-2-review-algorithm-design-and-data-structures.md,Lesson 147: Paper 2 review: algorithm design and data structures,aa9bb32ff3dc90a4069975329a8713dda948f9da63a50b1ffde08712f3bddd21,fe02c92931ed42cb6fb76681ad186dbdb68e0107da978455e0bb4ccb14041a4d,Pass,Reviewed,Approved
148,148-paper-2-review-programming-constructs-and-file-handling.md,Lesson 148: Paper 2 review: programming constructs and file handling,09b7f9dd4a978ca844c203a7a3a097b58c767a4cf27381979f848c1ed74aa9ed,919c439b53bf3211fbb9cce5df38029004398d3bf73d673653eb1e6b3b8fc384,Pass,Reviewed,Approved
149,149-paper-2-timed-pseudocode-practice.md,Lesson 149: Paper 2 timed pseudocode practice,942dcda8ae179efc0e5b8868c0e38d706d3bdd288b971a175bb425abe4c36354,576e677a396f3adfd6a57208fda4f8045f98e19e88d6a1e8c1b3a46f4d8be734,Pass,Reviewed,Approved
150,150-paper-2-mock-review-and-correction-clinic.md,Lesson 150: Paper 2 mock review and correction clinic,8fab7fbfc88afb8f273f5b8dbc8314d3cc6b703fe73901c691a80d0f54b3902b,28ee449f21c0a53c2f8a6baed88e6322504069b98ead477edb8e4f43332406c6,Pass,Reviewed,Approved
